"","Response.ID","Comments"
"1644","b6CYuEfP",""
"1645","SeDTrj9G","No transgender workers!!! Or men in women’s locker room.  THERE ARE ONLY TWO SEXS MALE AND FEMALE!!!  Keep transgenders out of women’s spaces!!!!!!!!!!"
"1646","wtC4jAd3",""
"1647","T7CiJU0e","We desperately need a nice pool! I’m tired of driving to Sequim! And we need the gym too"
"1648","SYEBN71B","AFFORDABLE HOUSING IS A FAR, FAR GREATER NEED FOR THE COMMUNITY."
"1649","UpCK6IbC",""
"1650","aGCK8Lo7","Biologically born males only in men’s locker/rest rooms! Biologically born females only in women’s locker/rest rooms!"
"1651","G3fzWm0t",""
"1652","dJfEJH3B","It looks like the proposed aquatic center will be much more than just an aquatic center. When people are fighting to make financial ends meet the last thing we need is more taxes for an aquatic center that may be used by a very small fraction of our population. Please stop this nonsense."
"1653","zHB6ArUT",""
"1654","h4CivxKt","It should be an aquatic facility only, especially if there has to be a new tax to pay for it.  Anything more encroaches on the many private opportunities available.  And no, i have no investment, financial or otherwise, in any gym or anything else. We will not vote for a tax to build a multi-use recreation facility, only an aquatic facility."
"1655","79CiTutM",""
"1656","SKfZssyC",""
"1657","PoCYSzKi","I would support a 0.2% sales tax to fund road maintenance. Until the roads are well maintained we cannot also afford a very expensive aquatic center. They closed the gym in PT the other day when it snowed because the roof is so bad they’re afraid of the snow load. What evidence is there that a new aquatic center will be taken care of any better?"
"1658","1vC45OqK","No"
"1659","LnCKGppT","I don't support the idea and will definitely vote against taxes for it."
"1660","JCB6CzrW","An aquatic center(pool) AND a community center for classes, etc is the optimal combination to provide needed recreation and general revenue to be self supporting."
"1661","MHCKZNIe",""
"1662","Y8C4gQlm","While my household would not be a heavy user, it is a great idea.  A facility like this is needed for the youth and young adults, and those with families.   Don’t mind paying taxes for a facility that serves the whole county and not just PT.  Some PT people might even learn that the county is also a great place."
"1663","FsCi6w1V",""
"1664","KJCieUqB","I have heard much muttering that too little space has been left for lap swimmers who have had to wait in line for available lanes. Can a balance of usage be sorted so lap swimmers  can rely on regular, reliable access?"
"1665","4pCiwV8w","Would really love to have a weight room w cardio machines."
"1666","LyEBpRFm","We have too many VITAL infrastructure needs in Jefferson County to talk about more than the pool at this time."
"1667","jWEBtDcm","I am chemically sensitive so chlorine would be a limiting factor."
"1668","KOCK5PUa","Since funding will be difficult I would like to see a facility that focuses on swimming in the pool, for the community and the schools.  Adding extras like programs that don't use the pool could come later."
"1669","9HDTtKEj",""
"1670","ZdCickQL","Retired and elderly. Exorbitant property taxes to accommodate very few able to access an aquatic facility. Fix your problems in Jefferson County, before encumbering the residents in Jefferson County with another boondoggle. Think Cherry Street!"
"1671","8XkoJdvj","Make sure the pool length meets national competition requirements. I lived on the Island of Hawaii and the bureaucrats built a pool with the expectation of having national competitions in the community of West Hawaii. The problem occurred that with insufficient input from National Swimming Associations the pool was built a little too short. This meant that no competitions resulted in accurate times so no competitive events ever occured after spending all the money required for a great pool! When building the pool it is a must that the dimensions meet national requirements for competitive events - otherwise do not waste money on an expensive paddling pool! I'm not sure how many people living within Port Townsend will drive to Port Hadlock to use a swimming pool. I would use a recreation center if built in Port Townsend, but not the pool. They are two different things and attract a different clientele."
"1672","9sDT4ZiE","The current pool cannot find lifeguards to staff the pool full time.  This is because PT has become too expensive to live in (there is no affordable housing). By affordable I mean housing that people earning $17 - $25/hr can actually ""afford"" to live in  Raising funds for the pool through increased taxes will raise the cost of living here (sales taxes and property taxes in particular).   If property taxes continue to rise RENTAL HOUSING RATES WILL go up in order to cover owner expenses.  We are already in a housing crisis in this town - store owners, restaurants and other small businesses all have help wanted signs out.  They cannot find people to work in this town for $17 - $18 or even $25 per hour because it will not cover housing costs (rarely do these positions offer Full Time employment)  PT's demographic is largely well off retired people who want services - WHAT HAPPENS when all the services have to close because they can no longer be staffed because people can't afford to live here? WHAT HAPPENS when we build a pool, incur massive debt and we cannot open the doors because we cannot find dependable people to come to work everyday for $17 - $25 per hour?    A facelift for our pool would be nice, an Aquatic Center? I think not, save those huge projects for Seattle where they have the population size to support it - financially, staffing and for use."
"1673","XpB6d6HP",""
"1674","93B6GWjJ","The aquatic center has been voted down twice.  The first time because it was an obvious money grab by the controllers of Port Townsend and the Jefferson county commissioners.  The second time was because, even though the County Commissioners reluctantly considered building the aquatic center elsewhere than Port Townsend, all that was done by the proponents was to change the color of lipstick on that pig.   Now, we are supposed to believe that the replacements of the people who gave us the Cherry street debacle, forced the Prop One initiative in 2017 to give them access to grant money, and have totally mismanaged all other funding initiatives are finally telling us the truth, and we should be happy to pay for an aquatic center which will be of benefit to less than 5% of the population of this county.   I do not choose to fall into this trap.  Fool me once, shame on you.  Fool me twice, shame on me.  John Gusoskey."
"1675","RmB63ABX",""
"1676","HJC4XEW2",""
"1677","81kKULzH",""
"1678","pWCKAVDK","Please, no pool tax!"
"1679","fCk5ngQA","While a pool proposal is nice, I strongly believe that it'd be better to invest in upgrading Mountain View pool instead. I ride my bicycle to the pool and will certainly never do that to go to Port Hadlock. That'd be a major loss for Port Townsend."
"1680","cwCKZZwa",""
"1681","TyCiQKuo","I have the impression that a small vocal minority is trying to impose their desires on the entire county population. If you want an aquatic center, get a private entity to build it, and pay membership fees. Don't use public funds."
"1682","3TCYxLVg","Thank you for doing this.  The positive resource this can be for our community is unmeasurable."
"1683","cIkUY5wB","Great location choice that makes facility accessible to ALL of Jefferson County.  Jefferson Transit has said they will adjust their routes to meet the needs of the community. Our schools need a regulation sized pool for the swim teams."
"1684","nvDTSDt8","We hope it will be built and has lap swimming"
"1685","qICYJ9BZ",""
"1686","OlCYYutK",""
"1687","dmB6V81y","Good decision on location.  Our schools need a place to have swim team practice and children's swim programs.  Our youth needs more exercise. I'm a senior and I would love to participate in senior aquatic programs."
"1688","F1kSdBCC",""
"1689","NcCiqUB4",""
"1690","yFCiA4P7","I visited a swimming pool in Lynnwood with my little grandson and the facility had wonderful ladders and slides for toddlers with shallow water. I would love to see  elements appropriate for little children. They also had a ""river"" of water that people could walk or swim through. That was fun. My grandson would visit to go to the pool here with us. I used to visit the pool in Sequim where I enjoyed the hot tub area. It was social and very nice for relieving body aches and such. Even though I most likely would not personally use elements in a facility designed for teens I would love to see those things. I'm not sure what they love these days, but perhaps a game room might be nice for them with foosball, pool, chess, checkers, etc. Exercise equipment could be included in the teen area or in a separate space. Entering a pool can be hard on old legs. It would be nice to have some stair entrances to some of the swim areas. I LOVE the idea of indoor pickleball."
"1691","ILCKeTqm",""
"1692","oJCYcz7d","swimming is a joy as well as an exercise.  I would go to Mountain View much more often if it wasn't a 30+ minute drive each way.   As an older person, swimming has become increasingly an exercise/activity that really helps me keep in shape and feeling good.  A new pool with better access would also allow more kids to learn to swim and more families access to water-based activities year-round."
"1693","Z2C4v6BJ","In addition to using the facilities in numerous ways I would also VOLUNTEER for youth programs to support the center and my community."
"1694","VfB6mwvl","I support youth activites and facilities being incorporated into the desgin even though I answered no use from my household (no children in household). There are so few indoor facilities for youth in our community.  This is an unmet need."
"1695","hjEBu5Xt","An aquatic center is a big-city amenity which, with our small population and even smaller tax base, we simply cannot afford. If there is demand, it should be met by the private sector, not by a government program that forces me to pay for something I will never use."
"1696","uFEB0f7Y",""
"1697","ZGDTnW74",""
"1698","A9kIw32J","While we might not be a frequent user of the facilities, we do believe that this is important for those with families in our community."
"1699","GcCiEOdZ","Waste of money. Already pay to many and high taxes and fees for seniors to live in this county."
"1700","z4B6rjRK","The Hadlock location is a deal breaker for me. Too far to have to go in my senior years. Mountain View is the best location and could be redone for less than a new facility in Hadlock. Probably would hardly ever use in Hadlock."
"1701","7JC4A1Vr","I do not support a county wide pool tax … there is plenty of money to support it in a town like Port Townsend (for example), not necessarily a place like Coyle (for example). There should be an alternative way to fund it."
"1702","VqC4cMku","Build a damn pool not an absurd recreation facility. Those who will generate revenue should pay. $5,000 donation is not enough to have your name listed as a supporter/owner/investor. Hospitol and port and Y need to pony up$"
"1703","i0CKjxoY",""
"1704","rAfnGAXf","Carry on!"
"1705","KRCKKAmo","The facility not matter the location must be accessible for al users. That means open evenings and weekends. Prior to moving to PT we were avid swimmers both recreationally and competitively. Due to the lack of hours available for a working fault we have used the pool twice in two years. Very disappointing the level of service. There should also be a shuttle from PT to the new location so teens and other non drivers without transport can use the facility"
"1706","LxC4deD7",""
"1707","qnEB0aCQ",""
"1708","hUB6akiE","Lap swimming with reserved times, meaning you do not have to share the lane, are most important to my family. Serious swimmers cannot share a lane, which is why we do not use Mountain View."
"1709","lsDTs4lr","When I lived in Port Angeles I used the heated therapy pool and heated whirlpool as a Member of Shore Aquatic Pool! I'd love to see that here to provide physical therapy for my bad back!"
"1710","S5B6Gj9A","A new county pool would enhance the quality of life for county residents in so many ways. It would be such a boon for the area."
"1711","xlDT23et","There are many higher priority concerns for our extended tax base"
"1712","6xC4Pgk0","Thank you!"
"1713","AMkGpomR",""
"1714","4CEB3lBF","lots of old people need it for the only exercise they can do with their fragile bodies"
"1715","e9CiRKK1",""
"1716","SUEBc2Ac",""
"1717","XFB6VePS","I think it’s very important to the community for all age groups to have a working pool."
"1718","DNCY8ab3","There are lakes and salt water all around us we do not need new taxes to pay for something the masses wont use."
"1719","V2DTsdnm","I have developed a chlorine allergy, so I would dearly love a saline or other non-chlorinated pool"
"1720","63C4Qzqd","Although I would love to see an Aquatic center built, as a resident inside PT’s city, I don’t see myself traveling to use the facility unless it was in walking distance or there was a safe way to cycle there. Also, with all the vital services that need attention and our tax money, plus no way to know with the current administration what stability there will be with social security payments, I consider this aquatic center more of a “want” than a “need”. Finally, I think this project should be put on hold until we see how much we all will need to tighten our financial belts with all the current federal budget slashing."
"1721","uEk9eOr2","An aquatic center would be a huge asset to our community's health and well being!"
"1722","95EBR2L6","I’m very disappointed that this survey does not allow us to promote activities that we think are important to the community but that we may not participate in. An example would be children’s swim lessons. I have a little granddaughter that lives here that really needs these, but because you are only asking what I would use, there is no way in the survey to tell you that I support it."
"1723","vuCY2X9i",""
"1724","rTCY7I0Q",""
"1725","R7B6oKWS","Out of all the non aquatic activities rock climbing would be the most important to me"
"1726","rFCYKBBo",""
"1727","LZC4gqKo",""
"1728","DpCKEUt4",""
"1729","mpf3LdhL","Water slide!!"
"1730","c2CKeZgH","I don't want it. I don't need it. Only have people who are wanting it to pay for it and use it."
"1731","1UfMz8Pi",""
"1732","LIB6anBt",""
"1733","r2kxqQSo","Thank you for asking for our input."
"1734","TzCiRGly",""
"1735","RbC40Vrp","Thanks"
"1736","KFCY6fqL","I think it is a waste of taxpayer money. Often decisions made for the betterment of the county disregard the feelings of taxpayers in south county."
"1737","v4f3Oymu",""
"1738","GkB6jjF3","My wife & I very much support plans for a new County aquatic center.  Though we'd rather see it located within or closer to Port Townsend, we understand and supprt the need to locate it more centrally in East Jefferson County.  Still, the increased distance will reduce the number of times per week that we visit.  A separate diving well would be fun."
"1739","6RC4l5mi",""
"1740","yeDT1iKF",""
"1741","oLfgZntC",""
"1742","LGDTBrO4","Jefferson county hasn't the population yet to tax and provide continuing funding for this project."
"1743","exC4eWco","A weight room and modern exercise equipment should be included."
"1744","taEBRQ8E","Understand need for new pool- tax is too high. Would support lower as am taxed enough by county"
"1745","OCEBNJLI","We need a new aquaric center.iving near a body of water makes it necessary. Swimming is a LIFE SKILL and children especially,  must have the means and opportunity to learn it well."
"1746","giCYj23P",""
"1747","klktgQg8",""
"1748","6LC4WKpN",""
"1749","ygCKAsGz","Please keep in in a budget that we can afford, but this is very exciting.  If the pool water can be other than chlorinated, we'll be more likely to use it.  That's why we don't use the current Port Townsend pool."
"1750","RCEBfAp0",""
"1751","46C4RnSW",""
"1752","imB6Vknu","Find some other way than raising everyone’s sales tax."
"1753","W3CKRi57",""
"1754","zACYmXWn","There are many more important infrastructure needs in the county at this time."
"1755","JnCYv9s5","I would like to have a private facility considered  for taking on the business venture of an aquatic center."
"1756","zTEBa7HQ","people who work in our community need housing more than a pool"
"1757","m1EBBmmH","Is there bus service from Port Townsend to get there or will you have to own a car to use this pool?"
"1758","2KCiqNEx","While my children are now grown, there is immense value in providing family and teen resources to our county. Our young people comment that they feel left out when considerations like this are being made. We must center the youth in our community if we want it to thrive."
"1759","ecB6Ov2n",""
"1760","uDCKoK4y","Facility is desperately needed in this area with very little resources for recreation. Especially in light of new housing opportunities in the Hadlock area in the future."
"1761","nICiIgYf","This proposed aquatic facility must be a voter approved project if you expect people to have their taxes raised to support it."
"1762","EhCYrGLm","I can hardly afford property tax . I live in fixed income"
"1763","RhfqoKBr",""
"1764","qQkSDHmb","My answers on use are conditional upon the pool being a saltwater pool. I cannot tolerate chlorine.  Chlorine is a dealbreaker for me and I would be very disappointed. My physical therapist highly recommend swimming, but there is nowhere to do that safely for me."
"1765","R7B60n64","I believe out tax dollars would be better suited to providing affordable housing, meals for homeless clothing drives for low income families. Lets remember that not everyone can afford another tax added to our already strained budgets.  There is so much beautiful outdoor recreation available here, get the kids outside and breathing fresh air. Lets get more creative with out thoughts on what recreation is. We don't need to keep up with the social media presence....Not everyone has 2 earners in their family. I suggest that money could go to hire more people for creating some more thoughtful organization at the public school levers.  I DO NOT SUPPORT INCREASED TAX TO PAY FOR A RECREATION CENTER"
"1766","XGfdy9cl","I myself probably wouldn’t use it much, but I think it’s important for the community to have one, and I support it."
"1767","kWC4wNlu",""
"1768","3JkZziTB",""
"1769","EzCK03aQ","Pools are a great place to build community. It’s also incredibly important that people have a place to learn and practice swimming, being that Port Townsend is surrounded by water"
"1770","z0EBQX9m","Thank you for your time focusing to make this happen. It will benefit all ages and be good for our health and quality of life."
"1771","PlEBao0J",""
"1772","0zDTbcom","Try to get a pool with lanes at least 25 meters long to enable lap swimming."
"1773","MwDT0x2R","Build as much as possible with the funds that the community can support. Pools are the hub of a community. This facility will provide one of the best opportunities for our county to support family recreation in our community."
"1774","kfkNzk0H","Asap"
"1775","mLkzXMq4","I would try to use the pool 2x per week and/or exercise the same amount. I am over 80 and ability changes week to week. We need a pool for everyone—young people and seniors."
"1776","egfZq2vl",""
"1777","dYB6QFLh","I'm a PT resident and am SO in favor of the new location in the county, rather than in PT. We need more equitably distributed resources in JeffCo! It's literally less than a 10 minute drive for me to get to the new location & I'll spend more time than that looking for my keys before I leave the house. Moving the facility out of town in no way inconveniences me and makes it more accessible to others. Seems like a great solution."
"1778","seCifAtu","I think that there are more pressing needs that would be a better use of tax dollars.  I can't afford a sales tax increase, especially for a facility that I won't use."
"1779","mVCiV9gm",""
"1780","LODTxCp2","We recently started using the pool and changing/ showering rooms. The pool seems to be in very good condition, and the changing rooms are fine too. I don’t see anything wrong with it the way it is"
"1781","NlfoLfKF",""
"1782","UnCidXU2","Kids need more activities in this county.  The sooner this gets built, the better."
"1783","8TCYPv7k","NO POOL PLEASE"
"1784","cVfryP42",""
"1785","v7B6YKqC","We are a small county.  There is no need for this pool to be built, especially at the estimated cost."
"1786","A3fQaEEr","Building a county pool in Port Hadlock is too far away and inconvenient for frequent use.  I would much rather support a city pool in Port Townsend, to be funded by taxpayers who live in Port Townsend."
"1787","oGCKvQ0s","Please make this happen!  Hadlock is the perfect location!"
"1788","06DT8bE1","I'm much more interested in the non-aquatic aspects. If it bring folks together, and keeps people active, I think it's a positive thing."
"1789","EHEBQlUM",""
"1790","XmCiHAqR",""
"1791","JoB6T4BR","Curious about the new survey--I remember taking one when the YMCA of Jeff Co. (Erica Delma was fabulous) was trying to spearhead a new pool. Are the other results too old? It seems like we are starting at square one again and it is just taking more time away from actively moving on a pool by starting at the survey level yet again. I know I'm preaching to the choir, but now my youngest child is 18 and none of my kids were able to utilize an aquatic recreation center in their youth because of the slow pace. It's vastly more expensive now and the hospital is no longer part of the stakeholders, so I'm quite sad at the lost opportunities because of the local government. Sigh. I guess that's life here, for ya...and part of the reason why my now young adult children live elsewhere. Nothing was keeping them here."
"1792","TaC4zqpW",""
"1793","VTkeff6V",""
"1794","33C4l8qX","I would like to swim several times/week but don't drive so bus to Port Hadlock is not convenient.  Fitness swimming and swim lessons are my highest priority."
"1795","BHfaLGdJ",""
"1796","UcB60bHJ",""
"1797","8KC4MHga","Just concerned about the cost.  Our community need sooo much and I don't know if an aquatic center is where the finances should  go first.  It's a dilemma for certain."
"1798","ewEBmEFF","Just build the pool,  indoors.    Allow ground space for an outdoor pool or other expansion in the future.      Just get the pool[s] done and overwith.    Also,  DO keep the MountainView pool intact,   and fix it up [if it really needs fixing] in the future when money is available.  But mainly     get the Hadlock pool built."
"1799","isCi7cxc",""
"1800","19EBKMAD",""
"1801","5RCKypAo",""
"1802","iOfLujyQ",""
"1803","Oxkts5Ro",""
"1804","WIC4Op8E","I have read the proposal and feel renovations to the current pool would suffice. I beleive our county needs better roads, utilities, and should prioritize needs rather than wants of an aquatic center."
"1805","l2fqgjxV","Include an area with free weights for weight training."
"1806","J1kkopME",""
"1807","HsCimOoQ","Not something the greater majority wants.  Something meant only for a select few.  A real shame!"
"1808","SbCYdQn4",""
"1809","YgB6QT55","suggest private funding, not taxes"
"1810","Y0CKDRyW","When I lived in Seattle, I’d routinely drive 20-30 minutes to reach a lovely outdoor pool in Magnolia, and 45-60 min to reach a stunning outdoor saltwater pool in the summer in West Seattle. When just seeking exercise, I’d drive 10-15 minutes to reach my local pool in Ballard year round. Therefore the outcry here of “No tax for PT pool” seems silly to me because we’re all so close here, when compared to Seattle. I would definitely use the pool in Chimacum, especially if there was a bus from PT."
"1811","MDf6W8QS",""
"1812","8zCKlG46",""
"1813","dGCiQkcS","Would the sales tax fund operation and maintenance of the aquatic center as well as construction? If not, how would those be funded?"
"1814","ZQCKckOb","What do you mean by public showers? Would there not be a locker room with showers? Would there be a ""Buy in"" by the Hospital for renting time and space for therapeutics in the water or rooms? Make them contribute! There also should be more than one pool so that a kiddee pool can be happening for lessons while adults are in the other pool."
"1815","ikDTKoQh",""
"1816","skC4Vxg0",""
"1817","QrCYXtHm","It is my opinion that the suggested location is more central to meet the needs of communities, younger families and a broader, vibrant  growing population."
"1818","reC4xf8E","Private fundraising, and funding from the school district/hospital or any organization that would be using the pool on a regular basis. Why doesn't the YMCA help pay for a pool and a facility for their programs instead of earning from a pool? Aren't they a charitable organization?"
"1819","Q7CiwVFZ",""
"1820","WufIa78z",""
"1821","zNEBv0Ww","This is possibly the worst time in the past several decades to be attempting this for such a small number of participants. I’m sorry for this poor timing but roads/sewer lines/water systems have to come first. Too many of our neighbors are struggling terribly financially as it is. It sounds like a small percentage but when you already are painfully strapped, any amount of additional taxation is crushing - financially & emotionally.  I believe a private fundraising is more in line - a foundation, etc - for such a small percentage of our community being served."
"1822","TJCYUEsx","Let the people who actually use it pay for it, not use tax money! I am NOT interested in any pool anywhere!"
"1823","DMDTnVGi",""
"1824","t6fB8RwZ",""
"1825","iZfOk6Ng",""
"1826","nGEBppbI",""
"1827","jBCYv6Af","I oppose a facility funded by a regressive tax. The gap between haves and have nots in this county is already wide and getting wider."
"1828","Ccfdwx1Q","Gym please"
"1829","ojCiN09b",""
"1830","9tC4QsVQ","This project can’t move forward without having employees able to work. For there to be employees working lifeguard shifts, the wages need to be competitive and liveable.  There needs to be forward thought on how you will find and keep employees for a facility like this. You might succeed in building it but what is your plan to staff it? Think ahead, please."
"1831","N0CKbdMs","We do not use the current pool because it is too cold-below recommended standards. A new pool must be warmer-meet recommended standards-for more people to use it. Most folks I know travel to Sequim or Port Angeles to use their pools."
"1832","lhCKfsRS","More lanes for lap swimming"
"1833","4MC4cft9",""
"1834","qjEBLF6P",""
"1835","wMB6Eo5O",""
"1836","lNCKETpa","Our property and sales tax are already too high.  If this cannot be funded with current tax revenue it should not be done."
"1837","eUDTu9kc",""
"1838","PikdiFIu","I support programs that make life better for people even if I don’t personally use them. We are all connected!"
"1839","HUCYG08u","All children need to learn water safety/how to swim.  Should include a shallower pool for small children that can be at a warmer temperature ."
"1840","CxfF94LU","I would like to use the pool for personal fitness. I think it’s important we have a pool so kids can learn to swim."
"1841","ndDTPUVu","Consider private funding options"
"1842","BCCiZvOz","We would use a Salt Water pool often, we will not use it much if it is chlorine."
"1843","fxB67yZM","I will only support this project if the cost is reasonable to our community. Better to go more simple and manageable than spend money on unnecessary amenities. I do love the central location. Thank you."
"1844","wTCYjumK","I wouldn't use the facility for child care etc, but I fully support those aspects of a community center."
"1845","w9CYYCjB","Much needed.  Location is excellent, particularly if public transportation provided to support usage."
"1846","jokrlsxz",""
"1847","z2DT9dRg",""
"1848","ImB6XAc0","I'm very happy that you're considering a location in the Port hadlock area. I've been saying for 10 years or more that a location more central to East Jefferson County was more fair and accessible to all. Good job! I live in Port Townsend and have enjoyed having a pool in Port Townsend and would love to have one again but if this is going to be a county pool he in a place that everybody in East Jefferson County can use it."
"1849","mFkn4Grn","Salt water pool please, thank you."
"1850","fSfgNFgG","I have to imagine the proposed location was based on politics and not on a serious ring study.  Ring studies yield demographic information on population, household income, neighborhoods, infrastructure, and other key factors within a specific radius of a proposed site. Ring studies are used by retailers to select sites for stores and by landlords for setting rents.  One can only imagine that the more densely populated Port Townsend, with higher incomes and more leisure time, would generate higher usage (and revenue) than the less densely populated and lower income levels of Port Hadlock.  This project is almost guaranteed to be a huge fiscal drain on the public fisc, even with a supporting sales tax.  At any rate I refuse to vote for a sales tax for this ill-advised project."
"1851","MqDTu6KA",""
"1852","GrCiBov0","I am a teacher at Blue Heron Middle in PT. We use the pool downtown every year with our 7th graders for water safety and team training. Unfortunately, we weren't able to use the pool last year because the boiler needed repairs. We would love to have an updated rec and aqua center. The idea of having a gym, pool, jacuzzi and sauna with actually classes would be amazing. Classes and class times, as well as gym options are limited in PT city limits. We are excited for this possibility in Hadlock! This new facility would be about 5 minutes from our house, so we would use it 5-7 days per week."
"1853","XMEBK4Hb","I'd love a proper lap swimming pool! Short course (25m x 25m) or Long course (25m x 50m)."
"1854","BiCYM9lT",""
"1855","PiCKmXKa",""
"1856","O3CYMu6U","I am a lifetime resident of Port Townsend and I truly believe that the aquatic center should be in the county to support everyone equally"
"1857","0WCKgLQD",""
"1858","kufYDFAn","I'd rather see money used for more affordable housing, assisting people in need. Thank you for your interest in finding what works."
"1859","erB6gAHn","I enjoyed swimming when younger, but in nature (lakes and bays). Never was a fan of pool swimming. An Aquatic Center would be nice, but so would a villa on the Med. I believe the cost would be prohibitive for a small population that would be served. The intent is worthy, but so are food banks and homeless shelters. As a tax payer, it is low on my priority list."
"1860","vzEBZjAf","I think it is important that the aquatics center be a tourist draw."
"1861","b6CYJjrm",""
"1862","NECKPfIh","I hope the existing pool at the Mtn View /Pt T location will continue to function.  6 minute walk for me vs 20+ minute drive to Chimicum.  Might just excercise by walking rather than driving to a pool 20’ away."
"1863","RhCYcLZz",""
"1864","h0B6JnVz",""
"1865","HCfObQhM",""
"1866","JUEBIFjr",""
"1867","jhkMTBEW","Focus on the pool!   Don’t want the expense of all that other stuff…..just give us increased pool space.  Lived in a place that built a new pool center….had a pool for the kids and also large lap pooll …..it was perfect!   It would be noce to be able to go lap swimming at any time of the day, and not have to be in the same space as the kids."
"1868","cyfusTGx",""
"1869","NQCYoeZE",""
"1870","wgCYRS9J","How about a joint daycare center that would provide jobs and all the extras go toward maintaining the pool and daycare center."
"1871","38CKw69B",""
"1872","J2EBWpxq","The wife and I don't use the current pool because it is in Port Townsend, but we would use it if it were built in Port Hadlock. We think you would get more from South County as well to justify the cost."
"1873","iVEBVWMX","I currently swim year round in my club’s outdoor pool 2-3 times a week. I have a disability and swimming provides a safe exercise regimen. Our swimming is what we will miss most when we move permanently to our new home in PT this summer. 100% supporters for building this new pool!"
"1874","5KEBx5zs",""
"1875","4qDTW47X",""
"1876","XICieYAa","Please consider a fitness room with exercise machines, mats and weights.  A real steam room would be great. Also a bigger sauna.  Make a longer pool for laps."
"1877","WbfSc6qL","I am so looking forward to having a modern pool facility in Jeff Co.  I like the Port Hadlock location much more than the current and prior-proposed location."
"1878","bkkFHaHQ",""
"1879","MIkc7FE7","I would likely vote for the sales tax because I think a functional pool is important for children, but I'd prefer a less regressive funding source, e.g. tourism or property tax."
"1880","LcEBJxkM","Complete waste of money and not supported by most of the county tax payers... only a few in town."
"1881","U6B6ChDp",""
"1882","A4DTVZz7","In this time of high inflation, financial insecurity/uncertainty, and misappropriation of funds within our town we do not currently need this. Please stop raising taxes and rent!"
"1883","91f8qlqN","It’s a great idea and I really hope it happens for our community!"
"1884","flfuMVXd","An aquatic center is an essential part of a healthy community. Let’s go!"
"1885","etDTTlS4",""
"1886","2jfoXpYG","I support this idea and location and hope it gets a chance to happen, thanks for all your hard work!"
"1887","rWDTgZXF",""
"1888","5bfNBglj","I would totally love a new, clean and local pool.  I've grown up having to use the noisy Y pool and/or drive to Sequim to swim (great pool there).  This is so exciting to me & my Mom."
"1889","d2Ci1Dfi",""
"1890","asfA3yrv","Maybe this could be paid for by subscription ?"
"1891","zPCYgV6b","Just build it. We ALL need it, especially those who think they don't need it."
"1892","DbfxtoKS","In an ideal world, I would love a community wellness center (like the Kroc center in Coeur d’Alene, ID) that focused on overall health and also has a pool. I personally would love a gym and as a physician, I would love to hold patient group visits at a wellness center (such as diabetes prevention or management classes)."
"1893","hwEBzIu7","I would use a pool if it was in Hadlock. The port Townsend pool was too far and not inviting / appealing."
"1894","6zC497Lw","Times are tough and getting tougher.  I wish things were like they were before and there was hope for things to get better and you could make normal plans.  To ignore how horrible things are going to get is foolhardy.  Good on you for persevering but I cannot support any kind of tax increase at this time.  As it is, we may have to sell our house and move because we cannot afford our property tax increases much longer.  Not sure where we could go, though..."
"1895","ZwfwjatL",""
"1896","BSEBxfHW","Why can't the school districts obtain State educational funding to build a pool at one highschool?"
"1897","xTC4AglJ","Thank You!"
"1898","GtB6bbxE","Too far for the exercise."
"1899","57DTWEhj",""
"1900","j7B6RFD0",""
"1901","RjDTZewJ",""
"1902","3TCYJS5D","AS AN ELDER WITH KNEE PAIN, HYDROTHERAPY IS CRUCIAL TO MY WELL BEING."
"1903","bvCY7Nwg",""
"1904","QSB6XCJg","Makes us health and lots of fun"
"1905","VaCKINLh",""
"1906","J3DT6R9s",""
"1907","OmEBpcKe","I think this is a wonderful potential option for the youth in our community!"
"1908","ANC44dt2",""
"1909","YufPb88j","Find Private, Donated sources of funding for this project, and then charge an entrance fee to pay for it.  This is how it used to be done.    The people who ""want"" to use this center can pay for it. Why do we always have to pay for programs of the few with taxation of all? !!!  This is mostly a low income and retirement community--our income is not going up, it's actually going down.  The most benefit/usage for this center will be the families/children, and yet you plan to squeeze the retirees.    Will this taxation also provide ""free"" transportation for those who can't drive (which are many, especially on Marrowstone Is) who wish to use the programs you want them to pay for?"
"1910","kbEBVAg2",""
"1911","VmEBPaq8",""
"1912","2mC4SJf9",""
"1913","heB6exqx",""
"1914","yQfBDiYR","I would urge you to do all you can to ensure that DEI principles are included in the process and implementation of this potential facility.  What are you going to do to ensure this space is welcome and inclusive to all?  How will you reach out to historically marginalized communities to ensure that they feel like this place is for them as well?  Reach out to them to help create this space with them in  mind. Please consider any environmental impact the building and maintenance of this facility might have."
"1915","vqfBtnkq","Hope you find the right balance between function, beauty, and efficiency. Green and sustainable. Serving young, prime adult, and older community members would be great. Healthy environmental impact with minimal [no?] use of toxic substances. Renewable energy, too. Would love outdoor fitness stations on the pool/center grounds and a running path around it. Asking a lot, but that's the dream.Thanks."
