"","Response.ID","IP.address","User.agent","Response.status","Survey.URL","Start.time","Completion.time","Time.taken","Collector","JeffCo.resident","City.area","Age","Under7","Age7_12","Age13_18","Age19_34","Age35_54","Age55_64","Age65_74","Age75_older","RateNewPoolImportance","Under7_Non.swimmer","Under7_Beginner","Under7_Intermediate","Under7_Advanced","Age7_12_Non.swimmer","Age7_12_Beginner","Age7_12_Intermediate","Age7_12_Advanced","Age13_18_Non.swimmer","Age13_18_Beginner","Age13_18_Intermediate","Age13_18_Advanced","Age19_34_Non.swimmer","Age19_34_Beginner","Age19_34_Intermediate","Age19_34_Advanced","Age35_54_Non.swimmer","Age35_54_Beginner","Age35_54_Intermediate","Age35_54_Advanced","Age55_64_Non.swimmer","Age55_64_Beginner","Age55_64_Intermediate","Age55_64_Advanced","Age65_74_Non.swimmer","Age65_74_Beginner","Age65_74_Intermediate","Age65_74_Advanced","Age75_older_Non.swimmer","Age75_older_Beginner","Age75_older_Intermediate","Age75_older_Advanced","UsedAquaticsPast2Years","WhichAquaticFacilities","FacilityUsageRate","AquaAmenities_LapSwimming","AquaAmenities_OpenSwim","AquaAmenities_YouthLessons","AquaAmenities_AdultLessons","AquaAmenities_CompetitiveSwim","AquaAmenities_LifeguardTrain","AquaAmenities_Aerobics","AquaAmenities_SyncroSwim","AquaAmenities_SportsLeagues","AquaAmenities_SafetyTrain","AquaAmenities_Therapeutic","AquaAmenities_PartyRental","AquaAmenities_ParentChild","AquaAmenities_Sauna","AquaAmenities_HotTub","AquaAmenities_PublicShower","AquaAmenities_OutdoorPool","AquaAmenities_SplashPark","AquaAmenities_UsageRate","RecAmenities_AfterschoolCamps","RecAmenities_Preschool","RecAmenities_Childcare","RecAmenities_Playgroups","RecAmenities_FitnessClass","RecAmenities_PhysTherapy","RecAmenities_EventSpace","RecAmenities_WellnessClass","RecAmenities_Kitchen","RecAmenities_Cafe","RecAmenities_Gym","RecAmenities_OutPickleball","RecAmenities_InPickleball","RecAmenities_RockClimb","RecAmenities_TeenFit","RecAmenities_TeenCenter","RecAmenities_UsageRate","TaxSupport"
"2715","1qB6QDQ5","24.113.162.75","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/13/2025 20:02","3/13/2025 21:35","1 hr 32 mins 39 secs ","Pool Support and Amenities","Yes, I live here full-time","Chimacum","35-54",1,1,NA,1,2,NA,NA,NA,"Very important",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Port Angeles SHORE Aquatic Center,Sequim Y,Port Townsend Y/Mountain View Pool,Private/HOA pool (e.g. Port Ludlow, Cape George, Kala Point),Other (Please specify) - Beach!","Several times a month","Somewhat likely","Very likely","Very likely","Not likely","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","More than once a week","Very likely","Not likely","Somewhat likely","Somewhat likely","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","More than once a week","Yes"
"2716","O2C4gnhz","172.242.251.15","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/14/2025 1:44","3/14/2025 1:52","7 mins 14 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (outside the city limits)","75+",NA,NA,NA,1,1,NA,NA,1,"Somewhat important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"No","","Don't use an aquatic facility","","Somewhat likely","","","","","","","","","","","","","","","","","Never","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","No"
"2717","blCKMtxU","97.126.119.55","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","PARTIAL","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/14/2025 9:54","3/14/2025 9:56","1 min 55 secs ","Pool Support and Amenities","Yes, I live here full-time","Kala Point","65-74",NA,NA,NA,NA,NA,NA,NA,NA,"No opinion/more information needed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","","Don't use an aquatic facility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2718","yMkb5H5N","104.28.116.133","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/14/2025 10:31","3/14/2025 10:40","8 mins 50 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (outside the city limits)","35-54",NA,NA,NA,NA,1,1,NA,NA,"Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Private/HOA pool (e.g. Port Ludlow, Cape George, Kala Point)","Less than once a month","Somewhat likely","Somewhat likely","Not likely","Somewhat likely","Not likely","Not likely","Very likely","Not likely","Somewhat likely","Very likely","Very likely","Not likely","Not likely","Very likely","Very likely","Somewhat likely","Somewhat likely","Not likely","Several times a month","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Very likely","Very likely","Very likely","Very likely","Not likely","Not likely","Several times a month","Yes"
"2719","vskc4VDt","24.113.150.184","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/14/2025 12:03","3/14/2025 12:16","13 mins 17 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (within city limits)","65-74",NA,NA,NA,1,NA,NA,1,NA,"Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Yes","Port Townsend Y/Mountain View Pool,Other (Please specify) - hotel pools when traveling","Several times a month","Very likely","Very likely","Not likely","Somewhat likely","Not likely","Not likely","Very likely","Not likely","Somewhat likely","Somewhat likely","Very likely","Somewhat likely","Not likely","Somewhat likely","Very likely","Very likely","Very likely","Very likely","More than once a week","Not likely","Not likely","Not likely","Not likely","Very likely","Very likely","Somewhat likely","Very likely","Somewhat likely","Very likely","Somewhat likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Not likely","Several times a month","Yes"
"2720","YAfSNwkv","97.126.69.59","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3.1 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/14/2025 13:09","3/14/2025 13:20","10 mins 12 secs ","Pool Support and Amenities","Yes, I live here full-time","Marrowstone","75+",NA,NA,NA,NA,NA,NA,NA,1,"Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Yes","Port Townsend Y/Mountain View Pool,Other (Please specify) - Resort swimpools","Less than once a month","Very likely","Very likely","","","","","Very likely","","","","Very likely","","","Very likely","Very likely","Very likely","Somewhat likely","Not likely","More than once a week","","","","","Somewhat likely","","Somewhat likely","Somewhat likely","Not likely","","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Several times a month","Yes"
"2721","12C4FPY8","172.56.104.38","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/14/2025 17:21","3/14/2025 17:27","6 mins 11 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Ludlow","55-64",NA,NA,NA,NA,NA,2,NA,NA,"No opinion/more information needed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Private/HOA pool (e.g. Port Ludlow, Cape George, Kala Point)","More than once a week","Very likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Very likely","Not likely","Not likely","Very likely","Very likely","Somewhat likely","Not likely","Somewhat likely","Very likely","Very likely","Very likely","Not likely","Less than once a month","Not likely","Not likely","Not likely","Not likely","Very likely","Somewhat likely","Very likely","Very likely","Very likely","Very likely","Not likely","Very likely","Very likely","Not likely","Not likely","Not likely","More than once a week","I don't know/need more information"
"2722","QTkZ2XTS","67.171.245.68","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2.1 Safari/605.1.15","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/14/2025 17:29","3/14/2025 17:34","5 mins 4 secs ","Pool Support and Amenities","Yes, I live here part-time","Kala Point","55-64",NA,NA,NA,2,1,1,NA,NA,"No opinion/more information needed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Private/HOA pool (e.g. Port Ludlow, Cape George, Kala Point)","Less than once a month","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","I am not a Jefferson County voter"
"2723","m5kBnEFT","166.198.252.134","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/14/2025 17:58","3/14/2025 18:15","17 mins 19 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Ludlow","35-54",2,2,4,NA,NA,2,NA,3,"Not important",2,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"No","","Don't use an aquatic facility","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Never","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","No"
"2724","rifwKZLD","24.113.134.66","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/14/2025 21:28","3/14/2025 21:37","8 mins 31 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Hadlock-Irondale","18-34",NA,NA,NA,2,NA,NA,NA,NA,"Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Port Townsend Y/Mountain View Pool","Several times a month","Somewhat likely","Not likely","Somewhat likely","Somewhat likely","Not likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Very likely","Somewhat likely","Not likely","Not likely","Somewhat likely","Several times a month","Not likely","Not likely","Not likely","Somewhat likely","Very likely","Somewhat likely","Somewhat likely","Somewhat likely","Not likely","Very likely","","Somewhat likely","Very likely","Not likely","Not likely","Not likely","Several times a month","Yes"
"2725","rsCYkAAN","24.113.150.214","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Mobile Safari/537.36","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/15/2025 8:07","3/15/2025 8:13","6 mins 10 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Hadlock-Irondale","65-74",1,NA,NA,NA,NA,NA,NA,NA,"Very important",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","","Don't use an aquatic facility","","","","","","","","","","","","","","Very likely","Very likely","","","","Several times a month","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","Yes"
"2726","U1C4UGji","24.113.131.145","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22D72 [FBAN/FBIOS;FBAV/503.0.0.56.104;FBBV/704769221;FBDV/iPhone14,5;FBMD/iPhone;FBSN/iOS;FBSV/18.3.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?fbclid=IwZXh0bgNhZW0CMTEAAR1E6Xi4Y35u7-_IlXGNd_DfatrbEIrY2cKO9ZO7F_3IhhtNpsTOGyOfFiY_aem_jSJVXL64DUoXUsMkXC6_Zg&lang=en","3/15/2025 8:26","3/15/2025 8:31","5 mins 13 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Hadlock-Irondale","35-54",NA,NA,1,1,2,NA,NA,NA,"Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","","Don't use an aquatic facility","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Somewhat likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Less than once a month","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Not likely","Somewhat likely","Not likely","Not likely","Very likely","Very likely","Very likely","Somewhat likely","Somewhat likely","Very likely","Several times a month","Yes"
"2727","AofT3UYm","216.235.110.238","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/15/2025 8:32","3/15/2025 8:46","14 mins 5 secs ","Pool Support and Amenities","Yes, I live here full-time","Brinnon","75+",NA,NA,NA,NA,NA,NA,NA,2,"Somewhat important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"No","","Don't use an aquatic facility","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Less than once a month","Not likely","Not likely","Not likely","Not likely","","Somewhat likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Less than once a month","Yes"
"2728","A1CK19ZU","107.77.205.65","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/15/2025 8:53","3/15/2025 9:01","7 mins 27 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Hadlock-Irondale","35-54",1,NA,NA,NA,2,NA,NA,NA,"Somewhat important",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","","Don't use an aquatic facility","Not likely","Somewhat likely","Very likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Very likely","Very likely","Very likely","Very likely","Not likely","Very likely","Very likely","Several times a month","Very likely","Very likely","Very likely","Very likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Somewhat likely","Very likely","Somewhat likely","Somewhat likely","Several times a month","I don't know/need more information"
"2729","MtCYY6eA","104.28.116.91","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/15/2025 9:00","3/15/2025 9:06","5 mins 30 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (outside the city limits)","35-54",NA,NA,NA,NA,2,NA,NA,NA,"Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","","Don't use an aquatic facility","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Very likely","Very likely","Not likely","Somewhat likely","Somewhat likely","Less than once a month","Not likely","Not likely","","Not likely","Very likely","Somewhat likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Somewhat likely","Not likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Several times a month","Yes"
"2730","ovDT9EU9","98.97.45.250","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3.1 Safari/605.1.15","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/15/2025 9:18","3/15/2025 9:24","6 mins 24 secs ","Pool Support and Amenities","Yes, I live here full-time","Coyle","65-74",NA,NA,NA,NA,NA,NA,2,NA,"Not important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"No","","Don't use an aquatic facility","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","No"
"2731","DgCYmP9R","72.208.64.109","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Mobile Safari/537.36","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/15/2025 9:45","3/15/2025 9:49","4 mins 31 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (outside the city limits)","18-34",NA,NA,NA,NA,NA,NA,NA,NA,"Not important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","","Don't use an aquatic facility","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","No"
"2732","GdCiCEXq","172.56.171.206","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Mobile Safari/537.36","PARTIAL","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/15/2025 9:46","3/15/2025 9:53","6 mins 39 secs ","Pool Support and Amenities","Yes, I live here full-time","Brinnon","18-34",1,NA,NA,2,NA,NA,NA,NA,"Not important",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Port Angeles SHORE Aquatic Center,Sequim Y","Less than once a month","Not likely","Somewhat likely","Very likely","Somewhat likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Very likely","Somewhat likely","Not likely","Very likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Less than once a month","Not likely","Somewhat likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Less than once a month","I don't know/need more information"
"2733","TRCKrjFw","72.208.64.109","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Mobile Safari/537.36","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/15/2025 9:59","3/15/2025 10:04","5 mins 14 secs ","Pool Support and Amenities","Yes, I live here part-time","Port Hadlock-Irondale","55-64",3,NA,1,NA,1,NA,NA,NA,"Not important",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","","Don't use an aquatic facility","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","No"
"2734","lzEBEwZa","166.198.252.121","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22D72 [FBAN/FBIOS;FBAV/503.0.0.56.104;FBBV/704769221;FBDV/iPhone14,5;FBMD/iPhone;FBSN/iOS;FBSV/18.3.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/15/2025 12:11","3/15/2025 12:16","5 mins 9 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (within city limits)","18-34",1,NA,NA,2,NA,NA,NA,NA,"Very important",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Sequim Y,Bainbridge Island","Several times a month","Somewhat likely","Very likely","Very likely","Not likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Somewhat likely","Not likely","Very likely","Somewhat likely","Somewhat likely","Very likely","Very likely","Somewhat likely","Not likely","Very likely","More than once a week","Very likely","Somewhat likely","Somewhat likely","Somewhat likely","Not likely","Somewhat likely","Somewhat likely","Very likely","Not likely","Somewhat likely","Somewhat likely","Not likely","Somewhat likely","Somewhat likely","Very likely","Very likely","More than once a week","Yes"
"2735","uYEBVvKz","172.225.80.242","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/15/2025 12:12","3/15/2025 12:21","9 mins 23 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Hadlock-Irondale","18-34",NA,NA,NA,2,NA,NA,NA,NA,"Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Port Angeles SHORE Aquatic Center,Port Townsend Y/Mountain View Pool","Several times a month","Very likely","Very likely","Very likely","Not likely","Very likely","Somewhat likely","Not likely","Somewhat likely","Very likely","Very likely","Somewhat likely","Not likely","Not likely","Very likely","Very likely","Somewhat likely","Very likely","Very likely","More than once a week","Not likely","Not likely","Not likely","Not likely","Very likely","Somewhat likely","Very likely","Very likely","Not likely","Very likely","Very likely","Very likely","Not likely","Very likely","Not likely","Not likely","More than once a week","Yes"
"2736","sYklCl67","24.113.12.80","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/134.0.6998.99 Mobile/15E148 Safari/604.1","PARTIAL","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/15/2025 12:30","3/15/2025 12:31","36 secs ","Pool Support and Amenities","Yes, I live here full-time","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2737","M0CYtV3I","174.246.16.90","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Mobile Safari/537.36","PARTIAL","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/15/2025 14:01","3/15/2025 14:02","1 min 26 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (within city limits)","18-34",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2738","OiC4Sm0z","24.113.168.200","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/15/2025 14:55","3/15/2025 15:17","22 mins 15 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Hadlock-Irondale","75+",NA,NA,NA,NA,NA,NA,NA,1,"Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Yes","Port Townsend Y/Mountain View Pool","More than once a week","","Very likely","","","","","","","","","Very likely","","","Very likely","Very likely","","","","More than once a week","","","","","Very likely","Very likely","","Very likely","Very likely","Very likely","","","","","","","Several times a month","Yes"
