Response.ID,Comments
34C42x0J,Would be a great asset to the community for all age groups.
k4kPW46e,"Create meeting rooms that seniors and parent/toddler groups use during the day and teens or adult groups use at night. Offer cpr classes and have blood draw/donation sessions. Really engage the “social” aspect of the flu but PLEASE ensure it does not become an under supervised teen hang out. Adequate staff with firm behavior rules is essential to get right, from the start otherwise it will not be a multi generational use facility. I have lived in two other states where a great new facility was built and then run by the Y, but immediately turned into a teen posing, hook-up, hang out space. I’m not anti-teens, just saying the appropriate management of the facility once built is as important for its community success."
3ikA1hoU,Please make them salt water pools! This makes them accessible to many more people.
FMDTohWS,i hope you make it grand so i would be likely to go more than i anticipate and take my niece and nephew !
HBC4Mh74,Sooner the better!
9oB6vwBW,"I would love to access to work out facilities in Hadlock during the winter. I didn’t really care for a port Townsend pool, but have gotten excited about the new location in port Hadlockvclose to my home . I could ride my bike to the purposed site and would enjoy pool access and fitness classes like yoga. I would also love a public gym for cardio and weights., A sauna and showers woukd be amazing!!!!"
EOCin7I2,"Please, please, please plan for a saline system. I have been swimming in a saline pool for many years now. The difference is so significant that I will no longer patronize chlorinated pools at all."
rIB6mEmb,Not at all interested in paying for this.
4OB6tJej,I am opposed.  I am already assessed to support 2 pools in my HOA. stop raising taxes! Trimming the county budget downward is a better idea.
LtB6qmpu,"It's important for the schools and the county to have access to a quality facility. We live in the North Bay area of Port Ludlow and are blessed with 2 pools. We will gladly support a pool in the Port Hadlock area. Thank you, Adele Govert and Dean Morgan"
fIEBVuDg,This is so important for the young families in our area
6SCi249U,"Need to look at population dynamics - Jeffco is over 60% older folks greater than 60. 16% may be less than 20. It does not look like this will change. We are the 7th oldest county in the US and first in WA. Look at uses that are more relevant to older people. If you support younger people, what is the cost per person? Meeting school requirements is fine but going into other functions for an aquatic facility is a detraction. Is the purpose to provide a rec center for the Triarea? If so say that is a purpose. However I believe that if you go in this direction you will detract from support for just an aquatic center. I believe there are other places that people can go to get many of the services you list here. There are extensive sport facilities and a rec center in Quilcene. There is a rec center in Chimacum Park (or at least a meeting area). There are numerous sports fields where pickleball courts could be built (Bates, HG Carroll) and there are pickleball courts at the Courthouse. Will a climbing wall benefit retired folks? Won't ownership by an org other than Parks and Rec confuse things? The bottom line - I will support an aquatic center for swimming. I won't support a recreation facility that tries to appeal to everyone - we already have that."
hOkrSaKq,"Although our family would not participate in youth activities, we do think they are important to the needs of a diverse community. We are curious to know what the future plans are for the Mountain View Pool facility if the new aquatics center is built."
kiDT8dqn,"You need to give a rough estimate of what additional add-ons to pool  (sauna, rock wall, community kitchen etc) would cost so people could decide if those things are worth the additional cost (building cost, staffing costs etc) before they say they want them.  Will the cost of using a rock wall put it out of reach of people who have said they want it.  I can't use the current pool because the fees are too high."
KcC4HY9I,"I would highly object to building a pool with public funds then having it run by the YMCA.  I believe that would be a misuse of public funds for a private organizations gain. The Y took over the Sequim Aquatic center and raised the rates, which are significantly higher than at the Port Angeles pool.  If the pool is built with public funds, it should be run by the county."
fSfPY3dm,This facility would be an amazing asset to our community. People of all ages would benefit from this.
y0CKgLwZ,"SO GLAD TO SEE THESE DEVELOPM,ENTS"
08fzd3vQ,"A Port Hadlock/Tri-Area location will be certain to increase accessibility and participation for more county residents, their guests and area visitors. Aquatic activities are a great boon to fitness, fun and wellbeing for all age groups."
z8EB5boK,"I think this is extremely important for children, teens, families ..  years ago, I taught a water safety /cold water survival course to teens in Alaska - very popular - and proved useful ."
uTDTzlC8,Thank you!
XQDTVef6,"Pool Hours, should be hours for seniors only for both lap and open, 65+ Youth hours should be for youth only. Schools pay for use Toddler hours should be just before maintenance. private showers or walls between stalls nobody gets in free,no free rides  pay to use no matter"
dXC4anmI,Thanks for championing this project!
frB6Md0y,"Please keep it simple.  Make it a pool, not a theme park.  Plenty of lap lanes, a consistent schedule, clean."
euEBjBzA,"We in this household think it is a complete  and total waste of funds!  Taxes keep increasing to the bursting point. And like all other county entities, such as county roads, they declare they are short staffed and cannot afford to take care of secondary roads. We vote a decided NO and feel it will not sustain itself. It’s still a long way to drive from Brinnon, Quilcene and other points in south county. So much money has been expended in pushing this agenda, let’s stop wasting money."
FSCKrPkF,"No, No, No, Never, Stop the over taxing of us!!!!!"
KODTtaqg,LAP POOL SWIMS
j1EBEWry,* Large single family restroom/changing rooms suitable for people with babies and kids of all ages and abilities would be necessary for making families feel safe using the facilities.   * Saline instead of chlorine and warm enough for babies and elderly.   * No taxes to fund the project. Get grants and federal or state funding. Only charge people who use the facilities and set up scholarships and sponsorships for those that can't afford to.
nFEBckOS,We soooooo need this for our children to be confident swimmers and it will keep dollars in our county. In the winter we travel once a week to other places to swim and we spend money there eating out!
czCKV9bA,Pool for swimming lessons and fun! And outdoor splash pad would really sweeten the deal.
ZyEBwlZv,I'd like to see a zero clearance pool so elders could enter the pool easily and the very young would be safer.  I'm not a fan of chlorine (it makes my eyes and nose run) could UV be used? or some other less toxic disinfectant? I'd love to have access to water exercise classes.
PPEBA8ZV,"Please find a way to make this new facility happen & bring the Port Townsend area a facility that rivals Silverdale, Sequim & Port Angeles. If you build it they will come!!!"
Y1B6eLLL,"Partnering with the schools, they bus the kids to the new aquatic facility after school. They have time to eat a snack, do homework, have individual time to decompress, then begin swim practice. Parents or bus system can take them home at 6pm. Perfect daycare/after school child care while learning how to be on a swim team, which makes natural born leaders. Something our county desperately needs."
O9C4nebC,"Streets NOT pools!!!!  Infrastructure maintence and repair before palaces for special interest groups!!!  And whatever you fools do, DO NOT BAIL OUT the city and it's failures!"
mnC4ETEf,"If you are considering an outdoor or convertible pool to help with cost, Hood River OR has an amazing community pool that would be worth looking at for a case study. As a family with a young child having a pool near by is critical for us to be able to teach her how to swim and be safe in a town surrounded by water."
1ZDTXprL,"My household makes the drive to Port Angeles' Shore Aquatic Center 2x a month from Port Townsend. That is a well-run facility and it is worth the drive. It would be incredible if East Jefferson County had something comparable to Shore. We would absolutely be coming weekly if not more than that. Would also like to add that family changing rooms would be a great addition, as well as a lazy river pool feature, which is fun for all. Thanks for considering."
IsDTn8Zw,"Hadlock is not the heart of Jefferson County. Pool should be near hwy 104 (plenty of land there, good road connections) so people from the rest of the county can reach it just as easily as Port Townsend people.  This is not a county pool, in a county location, this is a Port Townsend pool.  The continued arrogance of Port Townsend trying to force the rest of the county to pay for it's pool is incredible.  Port Townsend is far wealthier than the rest of the county, if they want a pool, fine, they should pay for it.  If we are building a pool for all of us, then put it in a location for all of us.  Also, stop trying to Port Townsend-up this pool with a zillion extras.  Just build a solid, basic pool.  This Port Townsend non-grounded in reality thinking led to Cherry St debacle, Fort Worden debacle.  Inability to maintain basic roads and utilities in Port Townsend, etc.  Based on this survey I see a lot of the same non-realistic Port Townsend thinking going into this pool.  Put the pool down at Hwy 104, make it a basic pool (no add ons), then we will all pay for it and all use it."
x3B6wvFr,"Although we are senior citizens, we strongly support family programs and swim lessons for all. A Port City like PT needs water safety. But I also really like water aerobics. I hope this passes."
rsC4zXdZ,Exceeding needed. Pls pls pls.
H2CKTOZ6,"I believe the cheaper you make it, the more people will be willing to pay taxes. I think it is a mistake to try to go beyond the aquatic facility notion. If you start trying to spend money on pickleball courts, cafes, etc. the cost will just get too high.  Why not consider doing the development in two stages? Try to get the aquatic facility built first? See if it is successful, then possibly add a recreation facility later? I am willing to pay more taxes but many of my neighbors out here in the County are Republican, and they are totally against an increase of taxes. This will never work unless you make it as reasonable in cost as possible. There are a lot of rich people in Port Townsend, but not out here in the County."
ReC4A64s,"Do not go small. The demand will grow exponentially over time. We use Shore pool in Port Angeles which is a fabulous lap/ swimmers/ activities pool and it can get easily overcrowded. The pool becomes such a center of community for those who live in Port Angeles, west end, and Sequim. Such a healthy outlet for the young folks as well. The pool operates in the black $$ and they are able to keep it affordable. Conversely, the YMCA in Sequim is expensive and caters more to older folks who are not lap swimmers. Lots of water aerobics and group activities that take over the lap lanes limiting lap swim. So important to have a separate activities pool / area so that the lap lanes are available all day. The pool and sauna are such important therapy spots for veterans who suffer from an assortment of mental health and physical health issues. I am one of those veterans and fully understand the benefits. Make sure the sauna is large enough. The Shore pool sauna is shoulder to shoulder in the evenings when folks are off of work. The sauna gets busy in the mornings as well after early morning lap swim and the aerobics sessions are finished.Spend some time and talk with Steve, the board president, or Mike, the daily pool maintenance guy about what improvements they would make. Think big and think of the future growth of our community and its future needs. The people will definitely come to use the facility especially once they experience its benefits and view it as one of the centers of community. Thanks, Tim Walls, Sequim."
9PB6ycwg,I would love to be able to use an aquatic and recreational center in Jefferson County. I would also like to be able to use the changing/shower room but I would not be able to use it if males are going to be allowed in the women's areas.
dJDT1eK4,Unfair to west Jeff co homeowners to pay higher tax for a pool/center they have to drive hours to get to.
PsCYW1NY,i only use the pool in port townsend because its close to where i live. i probably wouldnt't use it much if it were in port hadlock.
FTfRs31R,I have been using the pool for almost 28 years since I retired to Port Townsend.  I am 88 years old and proud to say that I am the oldest one in our aerobics class. That is what keeps me going.
O2CYrVmd,The community needs this facility.
RUCYWP2A,Hurry up and build it. I am 78 years old.
9pB6SVUM,I love the idea of it being in Hadlock. I think more people will use it and have access to it including children who need to learn how to swim!
NJC451SU,"I believe a county pool is necessary for people of this community. It could be used for schools for swimming teams, classes for all ages, rehab for patients, exercise for seniors and recreation for all ages. The people of this county need more places for recreation."
sfEBo6eV,"This facility should be placed within the Port Townsend city limits, in a location that's walkable / bikable for local youth. Placing it miles out of town down a 50mph highway is short sighted and will impact attendance."
fwCiojg1,Yes we need a pool which has do many health benefits and community benefits
UEC4W7wc,There are so many families moving to this area. I strongly support healthy family activity like swimming.
OFCiE6Q3,Extended hours for lap swimming would be ideal to be able to avoid crowds. Or perhaps a lane reservation system.
tDCKALmf,I would like it to be salt water rather than chlorine.... Outdoor elements could include splash pool playground & adult fitness stations.
w1CKkERa,"Need to know outcomes, such as will it support itself after being built.  How long will the tax be implemented.  What other metrics will you use to determine if it is successful."
27CibVXO,"I would really appreciate it if planners for this pool operation would seriously consider the pool being safely treated with non-chlorinating chemicals, if all possible."
C5C4nZDt,I am handicapped and swimming is the only physical activity I can enjoy.
TtfxnzdR,"I want to know if this is a septic or sewer facility. I’m disappointed it is moving from Port Townsend and will use it less frequently with my kids. I hope no tent like exterior is being considered and only a traditional structure.   It is great to see family programs surveyed. I would also like to know the plan for staffing these programs. We have been promised a daycare for years and our head start is at risk of closing but neither there is not enough staff to keep a pool in PT open consistently and the daycare can’t open for the city because there’s no director. The last time I completed a comprehensive survey for the pool myself and other families showed up en masse to complete it. When the aggregate results were shown our feedback for family recreation was obvious. But the proposed architectural plans included almost nothing for kids. No lazy river, no climbing wall, no splash pad. I also think that a European model of a coffee shop with a walk in pool would be best. Parents can sit and have a drink and snack for kids and watch them from the table at the edge of the pool. It’s also important to have a sound barrier between types of pool activities and lessons."
C5kBHQgC,Do not support building a new aquatic and recreation facility. Look at the demographics here. This county has a population of 65 and older closing in at around 44%.Prices are high enough in this county. Young families can't afford to live here so who's going to use this new facility? This isn't Bainbridge Is. or Bellevue.
BICYyx7z,"I think adding more activities for kids, teens, and young adults will make living in the area better and give the youth things to do around the small towns"
0CfEiAcq,Partnering with jefferson healthcare to have a PT clinic adjacent to the space to help with financials and accessibility to high quality healthcare and transition to wellness center exercise options and/or onsite aquatic therapy services.
PACKefBI,Even though I would not use the facility I support it. I have access to to a pool in port ludlow where I live. Thank you I think this is very important for the children and adults in Jefferson county.
5KfeMQET,"Affordability. Classes, passes, etc. need to be affordable for the average household.  Access to swim before and after work hours (8-5).   I'm sure this is a priority, but year-round swimming - indoor options.  Swimming lessons for kids!  I don't know if this is possible - but if there's digital passes, a live counter on the website that shows how many people are accessing the facility at the time. I would love to be able to see if it's crowded or not before leaving the house.  A rock wall over the water like PA had would be LOVED by my family."
RWB6JvGu,This would be great but the proposed tax is too high. I think the program should be funded in other ways such as memberships and subsidies for low income.
6gEBaitJ,Have a bike (walking) path leading to pool facility from main highway
WeCYvpmp,"This is a cornerstone facility for our county. It would be important to our family to offer hours that are friendly to a working family and not just retirees. As for myself, I would fully train there several days a week if bouldering/gym facilities were offered as well."
cFB6kIYN,Locker and shower areas for women only. Men or transwomen should have these facillities separate from women.  Women need privacy and safety. Thank you all for sticking with this process. It is so important that the county have a community pool.  Please do not force any identity ideology on patrons. Everyone should have  access to the community pool. A separate public bathhouse with shower facilities would be very civilized.
vXCYjZSu,"Keep it simple. A pool of the proper size for training and swim meets for school teams, locker rooms, showers, bathroom, office and one or two rooms for child care. Swim lessons for students in all three districts in their PE classes is a must.  We cannot provide the long term financial support for a big-city facility with added amenities like a gym, hot tub, exercise facilities. We can barely manage to staff the one we have. People want a pool. Build a beautiful one!"
bnCYO2t8,Remodel/refurbish the pool in Port Townsend and have PT residents pay for it and maintain it. The majority of county residents do NOT support this and it appears people are not listening and hell bent on doing it anyway.
k8C4VWpK,I am so excited about the proposed location. It could be such a wonderful resource for growing families and build a much needed center for Jefferson County. I live in Port Townsend and work in the county and would happily use this facility weekly instead of going to Bainbridge or Sequim.
lJfit0H9,"Although our household answers are geared for two older women, we have grandchildren and nieces and nephews with whom we will absolutely support the building of this Aquatic Center. REALLY wish it had been built 30 years ago, but we'll take what we can get!  Please know that we also support programs for our teens as well."
mekbPYDi,I would only use the pool if it were kept clean with salt water and a minimal amount of chlorine. I cannot use pools like the one in Sequim because of its extremely high chlorine levels because my skin breaks out. Please consider a salt-water or other mild cleaning system!
ezCinqqj,"A gym would be the most important thing to me. The gyms in jeffco are severely outdated. If the facility could be comparable to the silverdale ymca I would be there every day. A full gym with up to date state of the art equipment , indoor track, indoor climbing, indoor pool, steam sauna, dry sauna, hot tub, ice baths. Both me and my mom would be there every afternoon if these things were available. If it's just a pool my mom might come once a week and I'd come once every month or two. Please build a gym!"
l6DTd8qB,Would be THRILLED with an outdoor pool with lap lanes that would allow for summer swim team for children. 
viCiV70S,Fully support the new location and would love an outdoor option.
GEC4koIE,Thank you for continuing to pursue the new pool project and make it more accessible to the county. The county needs a full court basketball size indoor gym. The school gyms are often closed and difficult to reserve and the county rec gym is beyond outdated and too small.
1oB6iT4l,We want this
8ZCKhqaO,Please do not allow the YMCA to operate
EECY3pVh,"I have tried to use the Mountain view pool for lap swimming to build strength and increase my health, but the lap lanes were far too packed and I did not feel like I had the space necessary to work on becoming a better swimmer. Additionally, the hours for lap swimming at the MVP are incredibly limited.   I believe that a community aquatic center in the Tri Areas would help me meet my health goals, and may help others do the same."
L5CYmRhq,"Even though I am a senior, we need more programs for families and teens in our county. This facility would do a great job of filling some of those needs!"
ioB6FRd2,"As wonderful of an idea as this is, it just doesn't seem logical. With the average age in east Jefferson most likely over 65. The families that live here year-round would most likely prefer something to help the community more than an aquatic center. How about some competition for grocery stores so people can afford food. or housing (yes, I am aware of the projects going in) or find ways to lower some of the already extremely high taxes we spend in this county. how about we start with making programs for the youth in this county or creating sustainable jobs. This whole project just seems like more of a want than a need. instead of hiring the wrong people because they are friends or acquaintances and then spending hundreds of thousands of dollars hiring outside firms to tell us what went wrong when its common sense, we should square ourselves away before we scrape the barrel of the citizens who are already struggling."
xTk4gnWk,"I am glad this is still being thought about and seems to be moving forward!  This is important for our community, and especially our youth.  I'd like to learn how to swim as an adult, and my daughter needs to learn too!"
ZBfxpt0j,A Lazy River  with a whirlpool and a shallow children's area such as the Shore aquatic center has would be awesome. Also the temperature if the water there is much more comfortable.
2vk3Ww6V,"I don not have kids at home anymore, but a solid aquatic center is truly vital for kids to have activities and swimming lessons. I would love to see it as more like a traditional YMCA, with other classes likes aerobics and a fitness center."
EfEBJGOu,Those that don't use the facility should not have to pay for it.  Charge  the people who want to use it.  Sales tax is high enough already!!!!
2JCYMDwz,"I am a lap swimmer and swim 2 miles at a time x2 times weekly. I'd want the pool to have ample hours for all 6 lanes lap swimming. The problem with Mt. View, besides the obvious is there aren't enough lanes and times for lap swimming."
uLfGyZur,"My primary interests lie in a space to provide access to activities for young children, such as swim lessons and daycare. That is a limiting factor in raising a family out here. The prospect of a bouldering facility is also very intriguing."
xCCYkNMW,"I would like to see the YMCA in Port Townsend become more stabilized. What are we doing with the pool we already have? My child goes to the YMCA afterschool program. Will the new facility help her? She's in Port Townsend, not Hadlock. Will Chimacum have an after-school program at the facility? What will Port Townsend do? The school busses do not go to the hadlock area from PT."
uLkY0ymY,Just don't tax the gas in this county as that is high enough.
U4B6DGo9,Weight room fitness center needed
blCKiGKk,"I raised 3 competitive  swimmers who became lifeguards during their high school and college years, and have 6 grandchildren who are pursuing swimming. I highly recommend an aquatic facility being developed in East Jefferson County so other young people have this opportunity to become water safe, learn a life long skill that can also lead to summer employment for High School and College.  Many other water activities can be included with having a complete aquatic and recreation facility close to homes."
o0B69B56,It would be amazing if we could include a gym as well.
dVCisqzS,Upgrade what exists
UdC4KZLs,we are older so the kid thing does not appeal to us. we would use it for lap swimming/exercise only
wSDTCCmw,I feel the location by the Chimacum Primary School is the best choice.
h0kZCkAy,"I don't believe Jefferson County can afford to build it. Maybe if we could get a few large retail type stores like Clallam or Kitsap (Costco, Home Depot, Walmart, etc.) we would have the sales tax to do it."
LkC4xEu0,Thank you Greg and Heidi for making sure that an Aquatic Center benefits the highest number of residents.  You have moved the axis of the planet from Port Townsend to the UGA!
QKEB2eSr,"As long as biological males are allowed in the women's dressing room, we don't need a new aquatic and recreation facility in Jefferson County.   On top of that we are literally being taxed to death as it is.  It is fine for rich people moving in but for those of us who have lived here all of our lives and don't have high paying jobs, it is ridiculous to abuse the people who are just trying to survive."
hIfZ3VL4,There are way more important things in this county to spend money on other than an aquatic center!
tFDTNKkR,Would be nice to have a gym with exercise equipment at a decent cost.  Can't afford the private gyms in Jefferson county.
YafttQ9v,"The long term costs of operating and maintaining an aquatic facility have not been appropriately conducted and communicated to residents. The County does not have the appropriate number of residents to support the operation and maintenance of such a facility. In addition, the Aquatic Team is recommending constructing a facility at a low cost - which is the cheapest - and which in the long run would have greater long term maintenance costs. This project would burden the County with long term management and maintenance costs, and burden the residents with additional taxes."
A9Ci1FAw,Scuba Diving lessons would be amazing!
QIfL0HNZ,Too ambitious project for our small area.
lGCK7Hiq,"In my years here, I've never used Mountainview.  It's not how I choose to exercise.  I might be tempted to try out another pool, in Port Townsend.  I understand the value of placing the pool more centrally, but I'm 99% sure I would never go out to Hadlock.  I think the pool would be valuable to the area.  However, as I'm getting older, soon to retire, I am not enthused about increasing my tax obligations for an amenity I won't use."
EBC4R0eX,I had no interest in the pool when it was going to be in PT but I support the proposed location next to Chimacum school and would use the facility.
4cCYdY6B,i dont think we should build a new pool.
yYCKCrfT,Very excited about this possibility
FZCiBmPi,"while I answered the questions for my older household, and would not use the children's programs, I wholeheartedly support providing more recourses for children and young families. I am willing to pay extra taxes for this to be available to young families, even if I do not directly benefit."
EZCKe5MO,"Thank you so much for considering a new pool! My family would love to swim more regularly and I would be so relieved to know that my children could learn to swim here. The current pool has not met our needs due to closures, restrictions in lesson availability, and the fact that it is too cold for me to swim with my children. I hope that you will consider a warmer saltwater pool with some fun play structures like the Port Angeles Aquatic Center so that kids want to visit frequently and learn the skills they need!"
3dffpUNV,I already have access to a community pool in Port Ludlow.
nKCKtDk0,"County cannot afford to take care of what it already has, so building a very expensive facility that cannot take in enough for O&M is just going to make that situation worse.  Take care of roads and sewer and existing parks first."
onCYFgye,I'm tired of paying for everyone else's stuff If you want it PAY FOR IT YOUR SELF
noDTg1In,"Is there a less regressive form of tax that could be used to fund this facility? I support the idea of a pool. This survey doesn't give the opportunity to share how often our family used the pool when our kids were younger. Although I would use it less now , I support the pool for the children in our county. I would support the .02% sales tax if I knew other forms of taxation were ruled out. How about a tax on new home sales? or short term rentals"
mxC49omD,"There’s a lot of things that would be nice to have in our small cash strapped community. While City utility infrastructure crumbles, City roads go back to nature, and the City continues to misprioritize and flounder in what capital work that is accomplished, we unfortunately cannot afford to build and maintain an aquatic center while also advocating for affordable housing."
uaB6S3co,I love the idea of an outdoor pool and a climbing wall! Thank you for working on this!
huCizUTt,Any pool built needs to be privately funded. We should be looking for businesses to help sponsor this.
EnC4c2Mg,At this point in time finances are a huge struggle for most so adding to the tax burden is not fair
6pDTLZBn,"Take care of parks you already have. County is too small to afford this facility. It will cost a fortune to maintain after a few years. User fees won’t cover the costs. Grants don’t pay for maintenance. Focus on supporting basic services first like roads and sewer. Look what happened to city streets. Can’t fix those, then community can’t afford a pool. Pretty basic math. Will the pool get the same maintenance treatment as the streets got?  History says yes. County roads good but also now struggling for adequate funding. Pool will ultimately compete for funds with everything else the county already has. How long will the 1890s courthouse building last?  Is someone working on that?"
iPCYwgNv,"What's most important to me is that all my patients have access to a decent pool (non-chlorine) to maintain fitness (classes, individual swimming/water walking, etc.). If it's not chlorinated, I'd be able to use it as well and help with patients' rehab (I am a Water Safety Instructor, excellent swimmer besides a PT)"
9UEB5zTZ,"It would be great if this facility offered what the Y and the Rec center aren't equipped to offer here but do offer in many other communities - fitness/yoga/exercise classes, affordable weight room/gym access, community event space, aquatic classes, swim team and open/lap swim times, dance classes, rock climbing, childcare, locker rooms, hot tub/sauna, and job opportunities."
1aB6uq77,Stop spending money during an economic downturn.  Have some physical responsibility. Fix our infrastructure and cut costs of redundant or unnecessary programs.   No one can afford this fix the old pool and have someone else manage it.    There were more than one bid that was workable.
rWklp3Nx,"I feel the process was not transparent, so I have no trust in this new pool/ facility. I will not use it if the YMCA is involved, due to how they treated a PT member. I believe the cost is too high."
rXCi6TZ2,"To me, this is no different than many other ""expenses"" that I pay for but never use. While I don't begrudge schools (I have no children), at least I view that as an investment in the future of our community. I don't see a parallel comparison with this aquatic facility.   I am, however, glad that the location was moved from PT to a more central site, so that those in South County were taken into consideration. When people are trying to be environmentally aware, driving 25 miles one-way to PT from Quilcene just to swim might not be popular. Besides, we have one of the best natural swimming locations right here - our own Quilcene Bay!"
REDTIdbW,What about a surf /wave facility to aid in learning?
RGCKXOcz,"I support a pool and changing rooms with showers but not an ""aquatic center "". The latter is too expensive for this county. Why try impose extra costs on a community where many people are struggling to pay rent and buy food? It seems outrageous to me."
EVCK3HzC,"Whenever I see the existing pool now, I think of all the waste. ""Outlived its useful life"" means it's now going to be a mountain of garbage, and I wonder about that. Do we not think it wise to bring a more reuse/recycle mindset to these assets? Additionally, I hope people bring a conservative attitude to the new project--these are public resources we're talking about, and I would love to see respectful custodianship of these resources, starting with how the new facility is designed and built. It's already expensive enough, living here! Where and how will the workers of said aquatic facility be able to live, while the wealthy residents whose bills are all paid use the facility?"
HoDTXSWE,Build it!
PTf7JNFH,"Spend the money on affordable housing, parking for workers and visitors (not another hotel!), streets, and infrastructure needs."
ZxC4zbKh,Children need to know how to swim.   It is our duty as a community to make sure they have a safe place to learn this life saving skill.
JHDTduhH,"I fully support a new pool facility, especially one that includes the other recreational/community building opportunities that you listed.  I also fully support the Port Hadlock location, as it provides more equitable access to facilities to a greater portion of the JeffCo population.  Swimming is key to many people's health and wellness routines, especially those with limited mobility and/or those who are a part of the aging population.  Also, equitable access to affordable swim lessons is a key safety aspect for both children and adults.  We are surrounded by water here, so having the opportunity to learn how to swim is key to safety and builds strength and confidence in young people."
k5EB8J4n,"This is a needless expense!  For the cost of the pool, you can more than afford a wetsuit for every person in Jefferson County so they can enjoy swimming in our local salt water!"
m7B6nayv,Having another gym area would be a huge help for our local youth sports.
Y5CKXgHF,How frequently will the bus from PT go to the new location? Will the new location be part of a Y membership? Would be nice for bus circuit to run every hour from PT
Kdk5igRG,Workout room would be nice. Gyms here are too expensive!
IOCKGwAg,Natural lighting
4SDT1oxP,none
mQB6O1w2,"Thank you. This would be a wonderful amenity to our area. Sequim and Bainbridge Island are a long drive in order to swim. We have considered purchasing a lot in Port Ludlow just to have their pool available to us. This would be a better solution. What would the cost be to use this facility, mainly the pool?"
IRkJfhvA,Gymnasium
2JCKXp1B,"Thank you for continuing to work towards trying to get a pool built in Jefferson County, it would be a great resource for many. :) Being in the water is so healing, hope you end up getting the support you need to move forward!"
cLfyEh1K,Why are we using our taxes to support this.  We can barely make ends meet as it is!!  Stop taxing us to death in WA State
QvCYlRUr,"Needs to be in Port Townsend, then I'd support tax dollars. Why not set up a salt water facility by the shore? Manny places do."
P6DTpYYK,"I think a Port Hadlock facility would be VERY INCONVENIENT for PT residents, especially the older crowd.  Again, VERY INCONVENIENT.  Keep it here!!"
2xCKfoIf,"Any change to a Port Townsend location, rather than central county, is a complete non-starter in my opinion."
KmCKsS5C,We love water slides and water emitters too!
NuCiYqsG,Definitely support this!
XHkBGyRT,"Although our household would not use youth classes,we support including all youth activities regarding the pool."
1xf9bkXZ,"Hello! I currently care for my dad part-time in cape george but hope to someday move to PT and fingers crossed, have my own kids. I am so excited about the idea of them having a great pool, as swimming was important to me when i grew up. I am delighted that Hadlock is the proposed location, as that area needs more love! I wish that we could do something to support it monetarily that wasn't sales tax, because it is so regressive and hurts working class families. I wish there could be a tax on vacation rentals etc. I know that's probably not feasible."
aHkK57LB,The existing facilities in PT need to be renovated with a lot less cost as an existing study which was commissioned showed.
1oCKuDCz,"I would use facility 4-5x week, at a minimum."
gtCKWWN9,"For daily lap swimmers, a heated pool is essential! The population of the JeffCo could become healthier and better connected socially.  This is important."
XtCYKrwr,Thanks for all the work you are putting into this project.
DfkxvAk1,"My husband and I do not want a new pool in the county, regardless of where it will be. We  do not want to pay for this, we do not want more traffic or congestion in Hadlock/Chimacum, and we feel strongly that we should not be required to pay for this facility."
LwC4zZ9V,"It was originally estimated $10 million to repair Mountain View pool. I don’t condone $30 million for a pool farther away. We don’t need all of those other things, either. It is too expensive and too much debt. Just fix the old pool. We have a budget deficit. Roads need fixing,. People who don’t use the pool much shouldn’t have to pay taxes for one."
RBDTDilI,The county has far more urgent needs than this.
99CicFak,I think there are many other needs in the community that outway an expensive pool.
kjC46zP8,We do not have a large enough population to support a pool. We do not have the money. We do not need nor want another new organization with the authority to tax.
N9B6TFbq,We'd also likely utilize the pool when our grandchild visits/stays with us from out of county.
8hkOR8sT,"If it was more of a “YMCA”/ community center not just a pool, I would be more willing to put more money to it. Especially indoor pickleball."
MFC43sqb,Much better location for south county residents than Port Townsend.
HwCiBrsY,"It's hard for me to understand why I have to pay for others recreation. If I used the facility, I would expect to pay for use and not be subsidized by tax payers who may not use the facility. Simply put, If folks want this, they should expect to ""pay for use"" and not rely on tax payers who don't use the facility. If there is so much support for this, then it shouldn't be an issue to privatize it and leave the local tax payers out of it."
UWEBuFsm,I am very excited about this possibility! I would love to have a more convenient and modern pool option in the County
ezDTEzmF,"This is very exciting. As we have aged, our physical health exercises are much more likely to be done in warm water and therefore healthier.  I’m sure even younger people would benefit too."
ddCKB3Iz,"Truthfully, I don’t think I would use it being in Port Hadlock since I live in Port Townsend"
JVCKTn5W,"Please move forward quick, before the Mountain View pool breaks again."
N2CKjamW,Mostly lap swimming and fitness classes
6QCK2gpG,Get it done!& Stop wasting money on consultants and surveys
lKCYnVP5,Yes!!! Do it!!!
82EB2GBQ,"I don't support the facility in ""East Jefferson County"" for several reasons. The bulk of the population in in PT. People purposefully come to PT for services, schools (including from CSD), jobs and more. Far fewer people go to Hadlock for such purposes. More kids do not live ""out in the county"" as I hear some saying. CSD is very small compared to PTSD. Port Ludlow has 3 pools so including their population in the number of people within a 15/20 minute radius inflates the actual usage. There is a small part of the radius number than is just as close to Sequim so take them out of the equation too. The increase in carbon emissions needs to be considered too. I get why people live ""out in the county"" for bigger lots, less expensive (sometimes) housing, and closer to Kitsap/Seattle/Sequim. I used to live ""out in the county"" and had a nicer house with a better view but purposefully chose to live closer to schools and services.  I won't be a jerk and put up ""No Pool for County"" signs and I understand the County has full control of the situation now. If it winds up in Hadlock, do not blow it. Build two tanks MINIMUM. Don't cheap out. Build a Bainbridge or Wm Shore-like pool. Don't copy Sequim or NK. A single pool would be a terrible idea."
