IP.address,Number_of_Responses,Unique_User_Agents,Unique_Cities,Unique_Ages,Unique_Mobile_Devices,Unique_PC_Devices,Avg_Time_Between_Entries_Min,Median_Time_Between_Entries_Min,Entries_Under_10min_Apart,Pool_Importance_Prop,TaxSupport_Prop,Pool_Importance_Prop_NonRepeat,TaxSupport_Prop_NonRepeat,Flag_Further_Investigation,Reviewer_Notes,Mean_Time_Taken_Seconds,Time_Taken_Range_Seconds,Mean_Time_Taken_Seconds_NonRepeat,Time_Taken_Range_Seconds_NonRepeat,Avg_Questions_Answered,Avg_Questions_Answered_NonRepeat,Prop_Duplicate_Responses,Unique_Response_Ratio,Hour_of_Day_STD,All_Mobile_User_Agents
98.97.32.27,2,1,1,1,0,1,2307.0,2307.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,455.5,308-603,513.0216091954023,23-3481,51.5,45.900689655172414,0.0,1.0,6.36,False
98.97.35.84,2,2,1,1,2,0,10.0,10.0,0,"{'Not important': 0.5, 'Somewhat important': 0.5}","{'No': 0.5, ""I don't know/need more information"": 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,515.0,436-594,513.0216091954023,23-3481,40.5,45.900689655172414,0.0,1.0,0.0,True
98.97.36.43,2,2,1,1,2,0,167.0,167.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,604.0,349-859,513.0216091954023,23-3481,53.5,45.900689655172414,0.0,1.0,2.12,True
98.97.38.184,2,2,1,2,2,0,24672.0,24672.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,431.0,325-537,513.0216091954023,23-3481,44.5,45.900689655172414,0.0,1.0,2.12,True
98.97.41.222,2,2,1,1,2,0,2.0,2.0,1,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,443.0,383-503,513.0216091954023,23-3481,49.5,45.900689655172414,0.0,1.0,0.0,True
71.212.97.169,2,2,1,2,2,0,319.0,319.0,0,{'Not important': 1.0},{'No': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,483.5,424-543,513.0216091954023,23-3481,53.5,45.900689655172414,0.0,1.0,3.54,True
71.212.118.35,2,2,2,1,1,1,18721.0,18721.0,0,{'Very important': 1.0},"{'No': 0.5, 'Yes': 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,281.5,243-320,513.0216091954023,23-3481,54.0,45.900689655172414,0.0,1.0,0.0,False
24.113.174.249,2,1,1,1,0,1,1112.0,1112.0,0,{'Not important': 1.0},{'No': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,304.0,201-407,513.0216091954023,23-3481,49.5,45.900689655172414,0.0,1.0,3.54,False
63.224.56.25,2,2,1,1,1,1,1805.0,1805.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,280.0,193-367,513.0216091954023,23-3481,51.5,45.900689655172414,0.0,1.0,4.24,False
24.113.174.30,2,2,1,1,1,1,35845.0,35845.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,528.0,342-714,513.0216091954023,23-3481,41.0,45.900689655172414,0.0,1.0,1.41,False
24.113.175.150,2,2,1,2,2,0,21.0,21.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,590.5,490-691,513.0216091954023,23-3481,30.5,45.900689655172414,0.0,1.0,0.71,True
24.113.175.161,2,2,2,1,1,1,13018.0,13018.0,0,{'Somewhat important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,419.0,402-436,513.0216091954023,23-3481,32.5,45.900689655172414,0.0,1.0,0.71,False
24.113.175.178,2,1,1,1,1,0,616.0,616.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,1671.0,551-2791,513.0216091954023,23-3481,51.0,45.900689655172414,0.0,1.0,7.07,True
24.113.175.2,2,2,1,1,1,1,54765.0,54765.0,0,{'Very important': 1.0},"{""I don't know/need more information"": 0.5, 'Yes': 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,444.5,226-663,513.0216091954023,23-3481,49.0,45.900689655172414,0.0,1.0,0.0,False
24.113.175.240,2,2,2,1,1,1,52847.0,52847.0,0,"{'Very important': 0.5, 'Somewhat important': 0.5}",{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,336.0,271-401,513.0216091954023,23-3481,52.5,45.900689655172414,0.0,1.0,4.95,False
24.113.175.99,2,2,1,1,1,1,22583.0,22583.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,327.5,290-365,513.0216091954023,23-3481,48.5,45.900689655172414,0.0,1.0,5.66,False
24.113.20.120,2,1,1,1,0,1,16799.0,16799.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,1028.5,591-1466,513.0216091954023,23-3481,50.0,45.900689655172414,0.0,1.0,6.36,False
24.113.209.237,2,2,2,2,1,1,1427.0,1427.0,0,"{'Not important': 0.5, 'Somewhat important': 0.5}","{'No': 0.5, 'Yes': 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,275.0,169-381,513.0216091954023,23-3481,51.5,45.900689655172414,0.0,1.0,0.0,False
50.47.223.115,2,2,1,1,2,0,3.0,3.0,1,"{'Somewhat important': 0.5, 'Very important': 0.5}",{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,382.5,376-389,513.0216091954023,23-3481,48.5,45.900689655172414,0.0,1.0,0.0,True
64.146.145.202,2,2,1,1,1,1,5804.0,5804.0,0,"{'Somewhat important': 0.5, 'Very important': 0.5}",{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,205.5,188-223,513.0216091954023,23-3481,28.0,45.900689655172414,0.0,1.0,0.71,False
71.212.113.132,2,1,1,1,1,0,3168.0,3168.0,0,{'Not important': 1.0},{'No': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,274.5,226-323,513.0216091954023,23-3481,48.0,45.900689655172414,0.0,1.0,2.83,True
64.146.218.15,2,1,2,2,0,1,0.0,0.0,1,{'Very important': 1.0},{},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,1825.0,487-3163,513.0216091954023,23-3481,11.5,45.900689655172414,0.0,1.0,0.0,False
64.184.145.233,2,2,1,1,2,0,24643.0,24643.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,667.5,254-1081,513.0216091954023,23-3481,59.0,45.900689655172414,0.0,1.0,1.41,True
64.184.145.47,2,2,1,1,1,1,15330.0,15330.0,0,{'Not important': 1.0},{'No': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,837.5,614-1061,513.0216091954023,23-3481,49.0,45.900689655172414,0.0,1.0,6.36,False
65.102.118.103,2,2,2,1,0,2,18236.0,18236.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,511.0,471-551,513.0216091954023,23-3481,48.5,45.900689655172414,0.0,1.0,5.66,False
65.102.118.20,2,2,1,1,1,1,1751.0,1751.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,230.0,200-260,513.0216091954023,23-3481,26.5,45.900689655172414,0.0,1.0,3.54,False
66.119.197.34,2,2,1,1,1,1,64921.0,64921.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,450.5,352-549,513.0216091954023,23-3481,53.5,45.900689655172414,0.0,1.0,1.41,False
66.133.58.11,2,1,1,1,1,0,15780.0,15780.0,0,"{'Somewhat important': 0.5, 'Very important': 0.5}",{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,462.5,443-482,513.0216091954023,23-3481,43.0,45.900689655172414,0.0,1.0,0.71,True
67.165.123.254,2,2,2,2,2,0,14923.0,14923.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,872.0,650-1094,513.0216091954023,23-3481,53.5,45.900689655172414,0.0,1.0,6.36,True
67.63.80.187,2,2,2,2,0,2,4.0,4.0,1,{'Very important': 1.0},"{'I am not a Jefferson County voter': 0.5, 'Yes': 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,845.5,787-904,513.0216091954023,23-3481,37.0,45.900689655172414,0.0,1.0,0.0,False
71.212.111.141,2,2,1,1,2,0,5067.0,5067.0,0,{'Not important': 1.0},{'No': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,467.0,335-599,513.0216091954023,23-3481,50.0,45.900689655172414,0.0,1.0,7.78,True
24.113.162.206,2,2,1,1,0,2,17047.0,17047.0,0,{'Not important': 1.0},{'No': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,431.0,405-457,513.0216091954023,23-3481,33.5,45.900689655172414,0.0,1.0,2.83,False
24.113.158.200,2,1,1,2,0,1,17573.0,17573.0,0,"{'Very important': 0.5, 'Not important': 0.5}","{'Yes': 0.5, 'No': 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,287.5,262-313,513.0216091954023,23-3481,37.0,45.900689655172414,0.0,1.0,3.54,False
24.113.162.134,2,2,1,1,2,0,4449.0,4449.0,0,"{'Very important': 0.5, 'Somewhat important': 0.5}",{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,495.5,446-545,513.0216091954023,23-3481,45.5,45.900689655172414,0.0,1.0,2.12,True
24.113.128.195,2,1,2,1,0,1,1568.0,1568.0,0,"{'Not important': 0.5, 'Somewhat important': 0.5}","{'Yes': 0.5, ""I don't know/need more information"": 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,350.5,301-400,513.0216091954023,23-3481,34.0,45.900689655172414,0.0,1.0,1.41,False
172.56.109.82,2,2,1,2,1,1,6848.0,6848.0,0,"{'Not important': 0.5, 'Somewhat important': 0.5}",{'No': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,211.0,181-241,513.0216091954023,23-3481,49.5,45.900689655172414,0.0,1.0,4.24,False
174.21.156.189,2,2,1,2,0,2,2780.0,2780.0,0,"{'Very important': 0.5, 'Somewhat important': 0.5}",{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,600.0,411-789,513.0216091954023,23-3481,51.5,45.900689655172414,0.0,1.0,1.41,False
174.21.83.125,2,2,1,2,2,0,43190.0,43190.0,0,"{'Very important': 0.5, 'Somewhat important': 0.5}",{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,428.5,398-459,513.0216091954023,23-3481,39.0,45.900689655172414,0.0,1.0,0.0,True
208.70.150.195,2,2,1,1,2,0,12466.0,12466.0,0,"{'No opinion/more information needed': 0.5, 'Very important': 0.5}","{""I don't know/need more information"": 0.5, 'Yes': 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,381.5,322-441,513.0216091954023,23-3481,55.0,45.900689655172414,0.0,1.0,6.36,True
208.70.151.137,2,2,1,2,2,0,1856.0,1856.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,527.5,425-630,513.0216091954023,23-3481,44.5,45.900689655172414,0.0,1.0,4.95,True
208.70.151.96,2,1,1,2,1,0,30979.0,30979.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,427.0,417-437,513.0216091954023,23-3481,50.5,45.900689655172414,0.0,1.0,9.19,True
216.122.12.227,2,2,1,2,1,1,1307.0,1307.0,0,"{'Very important': 0.5, 'Somewhat important': 0.5}","{'Yes': 0.5, 'No': 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,1890.5,281-3500,513.0216091954023,23-3481,46.5,45.900689655172414,0.0,1.0,2.12,False
216.122.13.236,2,2,1,1,2,0,27.0,27.0,0,{'Not important': 1.0},{'No': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,647.5,532-763,513.0216091954023,23-3481,55.0,45.900689655172414,0.0,1.0,0.71,True
216.160.67.109,2,2,2,2,0,2,10.0,10.0,0,"{'Very important': 0.5, 'Somewhat important': 0.5}","{'Yes': 0.5, 'I am not a Jefferson County voter': 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,230.0,195-265,513.0216091954023,23-3481,36.0,45.900689655172414,0.0,1.0,0.0,False
24.113.128.101,2,2,1,1,1,1,57784.0,57784.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,337.0,306-368,513.0216091954023,23-3481,53.0,45.900689655172414,0.0,1.0,2.12,False
24.113.128.186,2,2,1,2,2,0,1579.0,1579.0,0,"{'Not important': 0.5, 'Somewhat important': 0.5}","{'No': 0.5, 'Yes': 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,1757.5,286-3229,513.0216091954023,23-3481,37.5,45.900689655172414,0.0,1.0,1.41,True
24.113.129.164,2,2,1,1,1,1,24622.0,24622.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,491.5,485-498,513.0216091954023,23-3481,28.0,45.900689655172414,0.0,1.0,1.41,False
24.113.146.162,2,1,1,1,1,0,4.0,4.0,1,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,520.5,459-582,513.0216091954023,23-3481,57.5,45.900689655172414,0.0,1.0,0.0,True
24.113.129.191,2,2,1,1,0,2,46475.0,46475.0,0,{'Not important': 1.0},{'No': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,212.5,194-231,513.0216091954023,23-3481,48.0,45.900689655172414,0.0,1.0,4.24,False
24.113.130.219,2,2,1,1,2,0,4.0,4.0,1,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,237.0,215-259,513.0216091954023,23-3481,52.5,45.900689655172414,0.0,1.0,0.0,True
24.113.130.29,2,2,1,1,1,1,32.0,32.0,0,{'Very important': 1.0},"{'No': 0.5, 'Yes': 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,739.0,568-910,513.0216091954023,23-3481,38.0,45.900689655172414,0.0,1.0,0.0,False
24.113.131.133,2,2,1,1,1,1,242.0,242.0,0,{'Not important': 1.0},{'No': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,171.5,140-203,513.0216091954023,23-3481,35.5,45.900689655172414,0.0,1.0,2.83,False
24.113.131.154,2,2,1,2,1,1,21690.0,21690.0,0,{'Somewhat important': 1.0},"{""I don't know/need more information"": 0.5, 'Yes': 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,561.0,514-608,513.0216091954023,23-3481,53.0,45.900689655172414,0.0,1.0,1.41,False
24.113.131.206,2,2,1,2,1,1,12.0,12.0,0,{'Somewhat important': 1.0},"{""I don't know/need more information"": 0.5, 'Yes': 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,434.5,278-591,513.0216091954023,23-3481,50.0,45.900689655172414,0.0,1.0,0.0,False
24.113.131.222,2,2,1,2,0,2,28772.0,28772.0,0,"{'Somewhat important': 0.5, 'Very important': 0.5}",{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,610.0,415-805,513.0216091954023,23-3481,43.5,45.900689655172414,0.0,1.0,0.71,False
24.113.134.133,2,2,1,2,2,0,795.0,795.0,0,"{'Somewhat important': 0.5, 'Not important': 0.5}",{'No': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,535.0,406-664,513.0216091954023,23-3481,56.5,45.900689655172414,0.0,1.0,7.78,True
24.113.134.82,2,2,1,1,2,0,1034.0,1034.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,392.5,321-464,513.0216091954023,23-3481,41.5,45.900689655172414,0.0,1.0,4.95,True
24.113.144.99,2,2,1,1,1,1,11460.0,11460.0,0,{'Not important': 1.0},{'No': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,589.5,554-625,513.0216091954023,23-3481,48.5,45.900689655172414,0.0,1.0,0.71,False
24.113.145.25,2,2,2,1,1,1,48913.0,48913.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,353.5,283-424,513.0216091954023,23-3481,50.5,45.900689655172414,0.0,1.0,0.71,False
172.56.109.122,2,2,2,2,2,0,36181.0,36181.0,0,"{'Very important': 0.5, 'Somewhat important': 0.5}",{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,549.5,504-595,513.0216091954023,23-3481,58.0,45.900689655172414,0.0,1.0,2.12,True
