"","Response.ID","IP.address","User.agent","Response.status","Survey.URL","Start.time","Completion.time","Time.taken","Collector","JeffCo.resident","City.area","Age","Under7","Age7_12","Age13_18","Age19_34","Age35_54","Age55-64","Age65_74","Age75_older","RateNewPoolImportance","Under7_Non.swimmer","Under7_Beginner","Under7_Intermediate","Under7_Advanced","Age7_12_Non.swimmer","Age7_12_Beginner","Age7_12_Intermediate","Age7_12_Advanced","Age13_18_Non.swimmer","Age13_18_Beginner","Age13_18_Intermediate","Age13_18_Advanced","Age19_34_Non.swimmer","Age19_34_Beginner","Age19_34_Intermediate","Age19_34_Advanced","Age35_54_Non.swimmer","Age35_54_Beginner","Age35_54_Intermediate","Age35_54_Advanced","Age55-64_Non.swimmer","Age55-64_Beginner","Age55-64_Intermediate","Age55-64_Advanced","Age65_74_Non.swimmer","Age65_74_Beginner","Age65_74_Intermediate","Age65_74_Advanced","Age75_older_Non.swimmer","Age75_older_Beginner","Age75_older_Intermediate","Age75_older_Advanced","UsedAquaticsPast2Years","WhichAquaticFacilities","FacilityUsageRate","AquaAmenities_LapSwimming","AquaAmenities_OpenSwim","AquaAmenities_YouthLessons","AquaAmenities_AdultLessons","AquaAmenities_CompetitiveSwim","AquaAmenities_LifeguardTrain","AquaAmenities_Aerobics","AquaAmenities_SyncroSwim","AquaAmenities_SportsLeagues","AquaAmenities_SafetyTrain","AquaAmenities_Therapeutic","AquaAmenities_PartyRental","AquaAmenities_ParentChild","AquaAmenities_Sauna","AquaAmenities_HotTub","AquaAmenities_PublicShower","AquaAmenities_OutdoorPool","AquaAmenities_SplashPark","AquaAmenities_UsageRate","RecAmenities_AfterschoolCamps","RecAmenities_Preschool","RecAmenities_Childcare","RecAmenities_Playgroups","RecAmenities_FitnessClass","RecAmenities_PhysTherapy","RecAmenities_EventSpace","RecAmenities_WellnessClass","RecAmenities_Kitchen","RecAmenities_Cafe","RecAmenities_Gym","RecAmenities_OutPickleball","RecAmenities_InPickleball","RecAmenities_RockClimb","RecAmenities_TeenFit","RecAmenities_TeenCenter","RecAmenities_UsageRate","TaxSupport","Comments"
"2686","fvEBxHMZ","104.28.116.134","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/12/2025 13:33","3/12/2025 13:45","12 mins 38 secs ","Pool Support and Amenities","Yes, I live here full-time","Chimacum","75+","","","","","","","","1","Not important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"No","","Don't use an aquatic facility","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","No","We don’t need more taxes.  Port Ludlow, Kala Point and Cape George all have their own swimming pools.  We don’t need another one.  In addition, my family will not use a swimming facility that allows men in women’s showers or dressing rooms!  I vote NO on an aquatic center in Chimacum.  They decided to offer the aquatic center in the Chimacum area because the County knew we didn’t support paying more taxes for a pool for Port Townsend."
"2687","PECKeNCf","97.113.24.168","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/12/2025 13:51","3/12/2025 14:04","12 mins 8 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Ludlow","75+","0","0","0","0","0","0","0","1","Somewhat important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Yes","Private/HOA pool (e.g. Port Ludlow, Cape George, Kala Point)","Less than once a month","Somewhat likely","Very likely","Not likely","Somewhat likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Very likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Not likely","","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Very likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Less than once a month","I don't know/need more information",""
"2688","0gDTl8AC","97.113.0.17","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/12/2025 14:00","3/12/2025 14:10","10 mins 11 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (within city limits)","75+","","","","","","","","1","Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"","","Several times a month","Very likely","Very likely","","Very likely","Not likely","Not likely","Very likely","Not likely","Not likely","Not likely","Very likely","Not likely","Not likely","Somewhat likely","Not likely","Very likely","Not likely","Not likely","More than once a week","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Very likely","Not likely","Very likely","Not likely","Very likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Several times a month","Yes","I am an old broad so the family questions don’t pertain to me but I really feel we need a pool for us seniors and just as importantly we need it for the children!  Hope you can make this happen "
"2689","7pCKDtTw","107.122.81.40","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/12/2025 14:11","3/12/2025 14:16","5 mins 13 secs ","Pool Support and Amenities","Yes, I live here full-time","Kala Point","65-74","","","","","","","2","","Not important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"No","","Don't use an aquatic facility","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","Not likely","Not likely","Not likely","Not likely","","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","No","Consider the very high cost of maintenance, which nobody seems to be looking at."
"2690","93fNwyTL","24.113.130.237","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","PARTIAL","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/12/2025 15:29","3/12/2025 15:31","1 min 46 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Ludlow","65-74","1","","","","","","","","Very important",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","","Don't use an aquatic facility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2691","NBfK6vpv","209.166.69.49","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/12/2025 16:11","3/12/2025 16:20","8 mins 54 secs ","Pool Support and Amenities","Yes, I live here full-time","Marrowstone","75+","2","","","","","","","","Not important",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","","Don't use an aquatic facility","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","No",""
"2692","9Ck4Rf4f","24.113.163.195","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/12/2025 19:39","3/12/2025 20:00","20 mins 16 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Hadlock-Irondale","75+","","","","","","","1","1","Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,"Yes","Port Townsend Y/Mountain View Pool","Several times a month","Somewhat likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Very likely","Not likely","Not likely","Very likely","Very likely","Somewhat likely","Somewhat likely","Somewhat likely","Several times a month","Not likely","Not likely","Not likely","Not likely","Very likely","Very likely","Somewhat likely","Very likely","Somewhat likely","Very likely","Somewhat likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Not likely","Several times a month","Yes","I am excited about the new pool."
"2693","gKCKG0OH","98.97.44.78","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.87 Safari/537.36","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/12/2025 19:53","3/12/2025 19:57","4 mins 52 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Hadlock-Irondale","75+","","","","","1","","","1","Not important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"No","","Don't use an aquatic facility","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","No",""
"2694","cTCK8fmh","172.56.203.143","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/12/2025 20:50","3/12/2025 20:59","8 mins 34 secs ","Pool Support and Amenities","Yes, I live here full-time","Quilcene","35-54","","","1","","2","","","","Somewhat important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Sequim Y,Silverdale Y,Bainbridge Island","More than once a week","Very likely","Very likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Very likely","Not likely","Not likely","Very likely","Very likely","Very likely","Somewhat likely","Not likely","More than once a week","Not likely","Not likely","Not likely","Not likely","Very likely","Very likely","Not likely","Somewhat likely","Very likely","Very likely","Very likely","Not likely","Not likely","Not likely","Not likely","Not likely","More than once a week","I don't know/need more information",""
"2695","ARCKTPjv","67.171.31.167","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/12/2025 20:59","3/12/2025 21:09","9 mins 44 secs ","Pool Support and Amenities","Yes, I live here part-time","Marrowstone","55-64","","","","","","2","","","Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Port Townsend Y/Mountain View Pool","Less than once a month","Very likely","Somewhat likely","","","","","Very likely","","","","Somewhat likely","Somewhat likely","","Very likely","Very likely","","","","Several times a month","","","","","Very likely","Very likely","Somewhat likely","Very likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","","Somewhat likely","","","Several times a month","Yes",""
"2696","33kPoGP8","104.28.50.21","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/12/2025 22:06","3/12/2025 22:12","6 mins 18 secs ","Pool Support and Amenities","Yes, I live here full-time","Marrowstone","65-74","","","","","","","2","","Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"I don't know","","Don't use an aquatic facility","Very likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Somewhat likely","Not likely","Very likely","Not likely","Not likely","Several times a month","Not likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Several times a month","I don't know/need more information",""
"2697","1xCY9Lxn","185.203.218.243","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/13/2025 6:33","3/13/2025 6:38","4 mins 24 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Ludlow","55-64","","","","","","","2","","Not important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"No","","Don't use an aquatic facility","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","No","as always jefferson county  is very corrupt and this would be no exception"
"2698","WzDTZ6fq","24.113.155.44","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/13/2025 7:06","3/13/2025 7:16","10 mins 34 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (outside the city limits)","55-64","","","","","","1","1","","Somewhat important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,"No","","Don't use an aquatic facility","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","No","I believe we need an Olympic size pool for swim team/clubs and a place for swim lessons.  Those that want to use the pool for fitness/therapy is also a good idea.  Beyond that, all the other glitz and glam is unnecessary. Wasted tax dollars.  And, it should not be run by the YMCA!"
"2699","AmCiLv50","75.213.101.91","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/13/2025 7:33","3/13/2025 7:40","7 mins 15 secs ","Pool Support and Amenities","Yes, I live here full-time","Quilcene","65-74","","","","","","1","1","","Not important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,"No","","Don't use an aquatic facility","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","No",""
"2700","1CC4iGmY","166.198.252.41","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/13/2025 7:37","3/13/2025 7:42","5 mins 23 secs ","Pool Support and Amenities","Yes, I live here full-time","Marrowstone","65-74","","","","","","","1","1","Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,"No","","Don't use an aquatic facility","Very likely","","","","","","Very likely","","","","Very likely","","","Not likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Several times a month","","","","","","Very likely","","Somewhat likely","","","","","","","","","Less than once a month","Yes",""
"2701","41EBJqi4","24.113.146.16","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/13/2025 10:03","3/13/2025 10:08","4 mins 37 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (within city limits)","75+","","","","","","","","2","Somewhat important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"No","","Don't use an aquatic facility","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Very likely","Not likely","Not likely","Not likely","Very likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Less than once a month","Not likely","Not likely","Not likely","Not likely","Not likely","Very likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","No",""
"2702","9vCix1pl","172.56.104.46","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22D72 [FBAN/FBIOS;FBAV/503.0.0.56.104;FBBV/704769221;FBDV/iPhone12,8;FBMD/iPhone;FBSN/iOS;FBSV/18.3.1;FBSS/2;FBID/phone;FBLC/en_US;FBOP","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/13/2025 10:33","3/13/2025 10:59","26 mins 11 secs ","Pool Support and Amenities","Yes, I live here full-time","Quilcene","75+","0","0","1","0","2","0","0","2","Very important",1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"Yes","Other (Please specify) - Resorts","Several times a month","Not likely","Very likely","Very likely","Very likely","Not likely","Very likely","Very likely","Not likely","Not likely","Very likely","Very likely","Somewhat likely","Very likely","Very likely","Very likely","Very likely","Not likely","Not likely","Several times a month","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Very likely","Very likely","Somewhat likely","Several times a month","Yes","Free swim lessons for kids. Important to learn how in this area with so many beaches, so much kayaking, boating, etc. Make available to schools who can bus kids in for classes. This is why I am willing to be taxed for it - not for all the fluffy stuff being considered part of it."
"2703","3wCYdYkW","64.146.143.69","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/13/2025 10:42","3/13/2025 10:46","4 mins 10 secs ","Pool Support and Amenities","Yes, I live here full-time","Marrowstone","35-54","","","1","","","","","","Not important",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","","Don't use an aquatic facility","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","No","I have no intentions of supporting this facility"
"2704","a0EBPvkR","24.113.20.215","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/13/2025 14:27","3/13/2025 14:41","13 mins 37 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (within city limits)","65-74","","","","","","","1","1","Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,"Yes","Port Townsend Y/Mountain View Pool","Less than once a month","Not likely","Somewhat likely","Not likely","Somewhat likely","Not likely","Not likely","Very likely","Not likely","Not likely","Not likely","Very likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Not likely","Somewhat likely","Very likely","More than once a week","Not likely","Not likely","Not likely","Not likely","Very likely","Very likely","Somewhat likely","Very likely","Somewhat likely","Very likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","More than once a week","Yes","I hope that our community can reach  consensus about the need for an aquatic center. Currently, my grandchild is taking swimming lessons at the Mountain View Pool. I watched our two daughters taking lessons from some of the same instructors that are now teaching him to swim. That indicates the dedication of our local experts. Imagine what they could do with a better, more reliable facility. The need for swimming lessons, aquatic exercise classes, water therapy, swim team, synchronized swimming, etc. is so great. My concern isn't so much about building a new aquatic center. It is how to keep it staffed with well paid instructors and life guards. I have had many classes cancelled over the years. The Mountain View facility has issues that lead to cancellations, but lack of staffing is the other reason. Please factor staffing and good wages into your planning process."
"2705","03k27EIt","24.113.165.155","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15 Ddg/18.3","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/13/2025 15:51","3/13/2025 16:06","15 mins 52 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (outside the city limits)","65-74","","","","","","","2","","Not important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,"Yes","Private/HOA pool (e.g. Port Ludlow, Cape George, Kala Point),Other (Please specify) - Military base","Less than once a month","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Not likely","Never","No","The pool in Port Townsend has been woefully mismanaged favoring ridiculous transgender accommodation.  I have little confidence that a new aquatic center would not make the same mistake  public good"
"2706","irfBbQlk","181.112.62.198","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22D72 [FBAN/FBIOS;FBAV/503.0.0.56.104;FBBV/704769221;FBDV/iPhone16,1;FBMD/iPhone;FBSN/iOS;FBSV/18.3.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/13/2025 16:01","3/13/2025 16:07","5 mins 8 secs ","Pool Support and Amenities","Yes, I live here full-time","Brinnon","35-54","","","","","2","","","","Not important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","","Less than once a month","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Less than once a month","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Very likely","Not likely","Not likely","Several times a month","No","I’ve never known another city and county with such poor prioritization. We have actual problems to solve here. We’re not to the “let’s add luxuries” stage. How about we add necessities first."
"2707","dYCKuRAo","24.113.153.214","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/13/2025 16:06","3/13/2025 16:12","5 mins 46 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (within city limits)","65-74","2","","","","","","","","Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Port Angeles SHORE Aquatic Center,Sequim Y,Port Townsend Y/Mountain View Pool","More than once a week","Somewhat likely","Somewhat likely","","","","","Very likely","","","","Very likely","","","Somewhat likely","Very likely","Very likely","Not likely","Not likely","More than once a week","Not likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","Yes",""
"2708","BHB6SJ9m","24.113.174.244","Mozilla/5.0 (iPhone; CPU iPhone OS 15_8_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.6 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","3/13/2025 16:16","3/13/2025 16:28","11 mins 42 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (within city limits)","75+","","","","","","","","2","Not important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"No","","Don't use an aquatic facility","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","No","The Port Angels model of a private construction and operation should be done here."
